total_count,climate_count,covid_count,ukraine_count,date1
202380,1438,3944,2997,14/11/22 00:00
242734,1235,4224,5306,15/11/22 00:00
249666,772,3557,5608,16/11/22 00:00
196875,1059,3629,3878,17/11/22 00:00
189073,965,3530,2918,18/11/22 00:00
174004,890,3182,2434,19/11/22 00:00
179963,1054,3082,2180,20/11/22 00:00
167188,988,3622,2208,21/11/22 00:00
184722,755,4514,2384,22/11/22 00:00
177356,815,4452,2783,23/11/22 00:00
164775,867,4316,2402,24/11/22 00:00
159972,943,3844,2529,25/11/22 00:00
160572,966,3742,2315,26/11/22 00:00
167183,779,4283,2139,27/11/22 00:00
183685,816,4781,2336,28/11/22 00:00
183591,907,4936,2450,29/11/22 00:00
178842,734,4732,2546,30/11/22 00:00
182319,830,4672,2425,01/12/22 00:00
182442,681,4036,2214,02/12/22 00:00
168443,647,3215,1808,03/12/22 00:00
155724,889,3461,1838,04/12/22 00:00
175423,1135,4045,2481,05/12/22 00:00
176290,1042,3856,2257,06/12/22 00:00
176280,734,3933,2159,07/12/22 00:00
171215,914,3608,1959,08/12/22 00:00
172260,814,3630,1990,09/12/22 00:00
159052,884,3127,1844,10/12/22 00:00
159978,823,3456,1751,11/12/22 00:00
163505,913,4012,1788,12/12/22 00:00
173472,995,3905,1871,13/12/22 00:00
170247,1052,3613,2253,14/12/22 00:00
180850,957,3597,1984,15/12/22 00:00
190122,710,3727,1978,16/12/22 00:00
150789,682,3005,1733,17/12/22 00:00
155833,641,3075,1476,18/12/22 00:00
165368,638,3229,1737,19/12/22 00:00
171605,741,3635,2018,20/12/22 00:00
171719,796,3233,3007,21/12/22 00:00
164562,820,3008,3306,22/12/22 00:00
152267,792,3118,2479,23/12/22 00:00
133169,521,1928,1784,24/12/22 00:00
119191,565,1712,1337,25/12/22 00:00
137666,859,3594,1655,26/12/22 00:00
150013,1086,3982,2096,27/12/22 00:00
148141,790,3968,2363,28/12/22 00:00
156414,811,4506,2371,29/12/22 00:00
152617,829,4083,1995,30/12/22 00:00
156631,512,2837,1507,31/12/22 00:00
135582,513,2130,1623,01/01/23 00:00
163643,771,3598,1893,02/01/23 00:00
194216,916,4648,2060,03/01/23 00:00
183871,735,4250,1831,04/01/23 00:00
185406,802,3771,2545,05/01/23 00:00
188898,764,3262,2475,06/01/23 00:00
176478,739,3091,2317,07/01/23 00:00
179814,726,3149,2220,08/01/23 00:00
176774,694,3792,2351,09/01/23 00:00
187045,1173,4075,2660,10/01/23 00:00
199154,1189,4409,2824,11/01/23 00:00
195425,1048,4077,3046,12/01/23 00:00
182527,1063,3965,2503,13/01/23 00:00
170789,1022,3758,2302,14/01/23 00:00
174834,1338,3476,2130,15/01/23 00:00
183251,1487,3800,2699,16/01/23 00:00
185831,1600,3471,2845,17/01/23 00:00
186652,1573,3530,3783,18/01/23 00:00
197500,1347,3690,3533,19/01/23 00:00
177239,1107,3720,4027,20/01/23 00:00
165393,1003,3437,3256,21/01/23 00:00
172672,868,3509,3423,22/01/23 00:00
182572,912,3363,3313,23/01/23 00:00
189877,976,3316,5513,24/01/23 00:00
196654,929,3500,6731,25/01/23 00:00
196435,847,4538,5174,26/01/23 00:00
186792,961,4131,4539,27/01/23 00:00
174907,820,3006,3710,28/01/23 00:00
174316,722,2614,3312,29/01/23 00:00
173728,669,3367,4237,30/01/23 00:00
173415,835,3837,4483,31/01/23 00:00
171529,1074,3363,3889,01/02/23 00:00
171051,811,3579,4159,02/02/23 00:00
173988,727,3679,3826,03/02/23 00:00
161779,700,2934,2672,04/02/23 00:00
159728,718,2914,2960,05/02/23 00:00
185405,1114,2757,2976,06/02/23 00:00
184612,820,2724,3144,07/02/23 00:00
201653,918,3118,3495,08/02/23 00:00
188339,931,3167,3963,09/02/23 00:00
178992,822,3072,3979,10/02/23 00:00
167291,695,2536,2847,11/02/23 00:00
185291,659,2245,2673,12/02/23 00:00
246765,756,2592,2979,13/02/23 00:00
245308,813,2900,3304,14/02/23 00:00
251710,802,3133,3084,15/02/23 00:00
232720,1097,3029,3534,16/02/23 00:00
256219,818,3177,3198,17/02/23 00:00
224369,661,2804,4088,18/02/23 00:00
223431,748,2572,4202,19/02/23 00:00
243685,917,2691,5679,20/02/23 00:00
273532,774,2328,5738,21/02/23 00:00
256923,809,2738,4444,22/02/23 00:00
242153,872,3325,4605,23/02/23 00:00
239339,702,2806,6145,24/02/23 00:00
201126,678,2402,5521,25/02/23 00:00
227173,607,3370,5492,26/02/23 00:00
245752,743,3785,5237,27/02/23 00:00
226643,970,4646,5311,28/02/23 00:00
253745,960,4280,4789,01/03/23 00:00
257352,977,4703,4657,02/03/23 00:00
235396,1043,3810,4005,03/03/23 00:00
213050,1036,3713,3482,04/03/23 00:00
211885,928,4152,3244,05/03/23 00:00
213495,1039,4120,3215,06/03/23 00:00
239564,1133,3785,3449,07/03/23 00:00
254557,968,4083,3653,08/03/23 00:00
243860,955,3968,3839,09/03/23 00:00
221315,897,4015,3189,10/03/23 00:00
200716,1098,3038,2585,11/03/23 00:00
194468,1414,3379,2774,12/03/23 00:00
232173,998,3390,2746,13/03/23 00:00
245550,1048,3406,3166,14/03/23 00:00
248925,900,3332,2716,15/03/23 00:00
261526,968,3478,3007,16/03/23 00:00
260631,979,3442,3525,17/03/23 00:00
255273,933,2949,2524,18/03/23 00:00
246876,729,2712,2584,19/03/23 00:00
283240,893,2961,3282,20/03/23 00:00
286734,1156,3710,3639,21/03/23 00:00
276658,1028,3495,3357,22/03/23 00:00
289277,1125,3294,3251,23/03/23 00:00
271694,988,2836,2702,24/03/23 00:00
239094,959,2832,2555,25/03/23 00:00
255603,1478,2373,3071,26/03/23 00:00
286752,1729,2911,3035,27/03/23 00:00
250723,1190,2660,3398,28/03/23 00:00
263893,1264,3249,3283,29/03/23 00:00
272693,1230,3801,2982,30/03/23 00:00
261496,947,3005,2895,31/03/23 00:00
216154,935,2392,2690,01/04/23 00:00
231325,977,2725,2819,02/04/23 00:00
263905,910,2929,2984,03/04/23 00:00
303471,1076,2838,3288,04/04/23 00:00
277972,867,2922,3568,05/04/23 00:00
260718,1364,3036,3605,06/04/23 00:00
226827,1144,3123,3730,07/04/23 00:00
215575,1123,2796,3309,08/04/23 00:00
203909,809,2127,2377,09/04/23 00:00
228719,764,2516,2942,10/04/23 00:00
239016,957,3599,3039,11/04/23 00:00
247597,952,3373,3620,12/04/23 00:00
228451,1042,2832,3521,13/04/23 00:00
226139,1173,2636,3635,14/04/23 00:00
222114,1211,2273,2864,15/04/23 00:00
227974,1332,2200,2733,16/04/23 00:00
256707,1242,2819,3627,17/04/23 00:00
254582,1280,2737,2979,18/04/23 00:00
232324,1523,2908,2692,19/04/23 00:00
221638,1530,2880,2889,20/04/23 00:00
219500,1788,2816,3609,21/04/23 00:00
200846,1405,3040,2680,22/04/23 00:00
220341,1671,2716,2917,23/04/23 00:00
246299,2198,2875,3016,24/04/23 00:00
258685,1658,2864,2945,25/04/23 00:00
271920,1849,3204,3242,26/04/23 00:00
243956,1352,2930,2813,27/04/23 00:00
241625,1524,3099,2742,28/04/23 00:00
202676,1233,2532,2703,29/04/23 00:00
200914,1232,2765,2322,30/04/23 00:00
223388,1285,2943,2944,01/05/23 00:00
209525,1350,3307,2982,02/05/23 00:00
227720,1184,3674,4788,03/05/23 00:00
225454,1591,3253,3888,04/05/23 00:00
251162,1499,4203,3123,05/05/23 00:00
220299,1107,4292,2622,06/05/23 00:00
214179,1260,3549,2402,07/05/23 00:00
231637,1133,3067,2694,08/05/23 00:00
259659,1313,2735,3175,09/05/23 00:00
255955,1402,2696,2454,10/05/23 00:00
255245,1422,2767,3427,11/05/23 00:00
243032,1434,2742,2731,12/05/23 00:00
222558,1328,2190,3745,13/05/23 00:00
204599,1203,2275,3503,14/05/23 00:00
225856,1634,2789,3881,15/05/23 00:00
245872,1306,2761,3917,16/05/23 00:00
217299,1634,2450,4071,17/05/23 00:00
207154,1683,2073,3165,18/05/23 00:00
209012,1634,2202,3788,19/05/23 00:00
213631,1887,2006,3835,20/05/23 00:00
223426,1721,2218,3763,21/05/23 00:00
244242,1959,2662,3584,22/05/23 00:00
239378,2059,3482,3322,23/05/23 00:00
244913,2194,3157,3824,24/05/23 00:00
232115,1831,3065,6083,25/05/23 00:00
234536,1503,3036,4801,26/05/23 00:00
208163,1298,2797,3399,27/05/23 00:00
212707,1429,2620,2655,28/05/23 00:00
242956,1750,2801,2745,29/05/23 00:00
248032,1497,2920,3343,30/05/23 00:00
216980,1404,3011,3600,31/05/23 00:00
231004,1361,3048,3418,01/06/23 00:00
234112,1378,3113,2615,02/06/23 00:00
182752,1126,2476,2362,03/06/23 00:00
190273,1508,2518,2540,04/06/23 00:00
211776,1818,3251,3005,05/06/23 00:00
225371,1428,3414,5346,06/06/23 00:00
228713,1530,3721,4446,07/06/23 00:00
248624,1734,3373,4442,08/06/23 00:00
248928,1633,3545,3921,09/06/23 00:00
208761,1260,3171,3136,10/06/23 00:00
213466,1366,3102,2902,11/06/23 00:00
217695,1285,3101,3021,12/06/23 00:00
