"","date","detected_language","topic","n"
"1396",2021-11-30,"en","insect",1
"1397",2021-11-30,"en","ulez",2
"1398",2021-11-30,"fr","ulez",5
"1399",2021-11-30,"nl","ulez",3
"1400",2021-12-01,"en","insect",1
"1401",2021-12-01,"fr","ulez",1
"1402",2021-12-01,"nl","ulez",2
"1403",2021-12-02,"en","insect",4
"1404",2021-12-02,"en","ulez",1
"1405",2021-12-02,"fr","insect",1
"1406",2021-12-02,"fr","ulez",4
"1407",2021-12-02,"it","insect",1
"1408",2021-12-02,"nl","ulez",1
"1409",2021-12-03,"en","ulez",1
"1410",2021-12-03,"fr","ulez",5
"1411",2021-12-03,"it","insect",1
"1412",2021-12-03,"nl","ulez",1
"1413",2021-12-04,"it","ulez",1
"1414",2021-12-05,"en","insect",1
"1415",2021-12-05,"en","ulez",4
"1416",2021-12-05,"it","insect",3
"1417",2021-12-05,"nl","ulez",1
"1418",2021-12-06,"de","climate_lockdown",1
"1419",2021-12-06,"de","ulez",1
"1420",2021-12-06,"en","ulez",2
"1421",2021-12-07,"en","ulez",2
"1422",2021-12-08,"de","ulez",5
"1423",2021-12-08,"en","ulez",4
"1424",2021-12-08,"fr","ulez",1
"1425",2021-12-08,"it","ulez",1
"1426",2021-12-08,"nl","ulez",1
"1427",2021-12-09,"de","ulez",3
"1428",2021-12-09,"en","insect",1
"1429",2021-12-09,"en","ulez",2
"1430",2021-12-09,"it","insect",1
"1431",2021-12-09,"it","ulez",1
"1432",2021-12-09,"nl","ulez",1
"1433",2021-12-10,"de","ulez",1
"1434",2021-12-10,"en","insect",1
"1435",2021-12-10,"fr","ulez",2
"1436",2021-12-10,"it","insect",1
"1437",2021-12-11,"de","insect",1
"1438",2021-12-11,"de","ulez",1
"1439",2021-12-11,"en","climate_lockdown",1
"1440",2021-12-11,"en","insect",2
"1441",2021-12-12,"de","insect",1
"1442",2021-12-12,"fr","ulez",1
"1443",2021-12-12,"nl","ulez",1
"1444",2021-12-13,"en","climate_lockdown",1
"1445",2021-12-13,"en","insect",1
"1446",2021-12-13,"en","ulez",5
"1447",2021-12-13,"fr","ulez",3
"1448",2021-12-14,"de","ulez",2
"1449",2021-12-14,"en","insect",1
"1450",2021-12-14,"en","ulez",6
"1451",2021-12-14,"it","ulez",6
"1452",2021-12-15,"en","climate_lockdown",1
"1453",2021-12-15,"en","insect",3
"1454",2021-12-15,"en","ulez",1
"1455",2021-12-15,"it","ulez",2
"1456",2021-12-16,"en","ulez",1
"1457",2021-12-16,"it","ulez",1
"1458",2021-12-17,"de","climate_lockdown",1
"1459",2021-12-17,"en","climate_lockdown",1
"1460",2021-12-17,"en","insect",1
"1461",2021-12-17,"en","ulez",2
"1462",2021-12-18,"en","climate_lockdown",2
"1463",2021-12-18,"en","ulez",2
"1464",2021-12-18,"fr","climate_lockdown",3
"1465",2021-12-19,"de","ulez",1
"1466",2021-12-19,"en","ulez",1
"1467",2021-12-19,"it","climate_lockdown",1
"1468",2021-12-19,"it","ulez",1
"1469",2021-12-20,"en","insect",1
"1470",2021-12-20,"fr","climate_lockdown",2
"1471",2021-12-21,"de","climate_lockdown",1
"1472",2021-12-21,"en","insect",3
"1473",2021-12-21,"en","ulez",6
"1474",2021-12-21,"fr","insect",1
"1475",2021-12-22,"en","ulez",1
"1476",2021-12-22,"nl","ulez",1
"1477",2021-12-23,"en","climate_lockdown",1
"1478",2021-12-23,"en","ulez",1
"1479",2021-12-23,"it","ulez",1
"1480",2021-12-23,"nl","climate_lockdown",1
"1481",2021-12-23,"nl","ulez",1
"1482",2021-12-24,"de","ulez",1
"1483",2021-12-24,"it","insect",1
"1484",2021-12-25,"en","insect",1
"1485",2021-12-25,"fr","climate_lockdown",3
"1486",2021-12-25,"it","climate_lockdown",1
"1487",2021-12-25,"it","ulez",1
"1488",2021-12-26,"de","ulez",1
"1489",2021-12-26,"nl","climate_lockdown",1
"1490",2021-12-27,"en","ulez",1
"1491",2021-12-27,"fr","climate_lockdown",5
"1492",2021-12-27,"it","ulez",2
"1493",2021-12-28,"de","ulez",2
"1494",2021-12-28,"en","insect",1
"1495",2021-12-28,"en","ulez",3
"1496",2021-12-28,"it","ulez",1
"1497",2021-12-29,"en","climate_lockdown",1
"1498",2021-12-29,"en","insect",1
"1499",2021-12-29,"en","ulez",1
"1500",2021-12-29,"it","insect",1
"1501",2021-12-29,"nl","climate_lockdown",5
"1502",2021-12-30,"en","insect",3
"1503",2021-12-30,"en","ulez",5
"1504",2021-12-30,"nl","ulez",2
"1505",2021-12-31,"de","insect",1
"1506",2021-12-31,"en","insect",1
"1507",2021-12-31,"fr","climate_lockdown",3
"1508",2021-12-31,"nl","ulez",1
"1509",2022-01-01,"en","insect",1
"1510",2022-01-01,"en","ulez",1
"1511",2022-01-01,"it","insect",1
"1512",2022-01-02,"de","insect",2
"1513",2022-01-02,"de","ulez",1
"1514",2022-01-02,"en","climate_lockdown",1
"1515",2022-01-02,"en","insect",2
"1516",2022-01-02,"en","ulez",4
"1517",2022-01-03,"en","insect",2
"1518",2022-01-03,"en","ulez",3
"1519",2022-01-03,"fr","climate_lockdown",1
"1520",2022-01-03,"fr","ulez",1
"1521",2022-01-03,"it","insect",1
"1522",2022-01-04,"de","climate_lockdown",1
"1523",2022-01-04,"en","insect",3
"1524",2022-01-04,"en","ulez",4
"1525",2022-01-05,"en","insect",1
"1526",2022-01-05,"en","ulez",2
"1527",2022-01-05,"it","ulez",1
"1528",2022-01-06,"en","insect",1
"1529",2022-01-06,"en","ulez",1
"1530",2022-01-06,"fr","ulez",1
"1531",2022-01-06,"nl","climate_lockdown",1
"1532",2022-01-07,"en","insect",1
"1533",2022-01-07,"en","ulez",1
"1534",2022-01-07,"fr","ulez",1
"1535",2022-01-07,"it","insect",1
"1536",2022-01-08,"nl","climate_lockdown",1
"1537",2022-01-09,"de","climate_lockdown",1
"1538",2022-01-09,"en","climate_lockdown",1
"1539",2022-01-10,"de","ulez",1
"1540",2022-01-10,"it","insect",1
"1541",2022-01-10,"nl","ulez",1
"1542",2022-01-11,"de","climate_lockdown",9
"1543",2022-01-11,"de","insect",5
"1544",2022-01-11,"en","climate_lockdown",1
"1545",2022-01-11,"en","insect",2
"1546",2022-01-11,"en","ulez",7
"1547",2022-01-11,"nl","climate_lockdown",3
"1548",2022-01-12,"de","climate_lockdown",6
"1549",2022-01-12,"de","insect",4
"1550",2022-01-12,"de","ulez",11
"1551",2022-01-12,"en","insect",1
"1552",2022-01-12,"en","ulez",2
"1553",2022-01-13,"de","climate_lockdown",1
"1554",2022-01-13,"de","insect",3
"1555",2022-01-13,"de","ulez",3
"1556",2022-01-13,"en","insect",1
"1557",2022-01-13,"en","ulez",5
"1558",2022-01-13,"it","insect",2
"1559",2022-01-14,"de","insect",1
"1560",2022-01-14,"de","ulez",3
"1561",2022-01-14,"it","insect",1
"1562",2022-01-14,"nl","climate_lockdown",1
"1563",2022-01-14,"nl","ulez",4
"1564",2022-01-15,"de","climate_lockdown",4
"1565",2022-01-15,"en","ulez",2
"1566",2022-01-15,"fr","climate_lockdown",1
"1567",2022-01-15,"fr","ulez",1
"1568",2022-01-15,"it","ulez",2
"1569",2022-01-15,"nl","climate_lockdown",1
"1570",2022-01-15,"nl","ulez",2
"1571",2022-01-16,"de","climate_lockdown",2
"1572",2022-01-16,"en","ulez",3
"1573",2022-01-16,"nl","climate_lockdown",1
"1574",2022-01-16,"nl","insect",2
"1575",2022-01-17,"de","climate_lockdown",1
"1576",2022-01-17,"de","ulez",8
"1577",2022-01-17,"en","insect",1
"1578",2022-01-17,"en","ulez",1
"1579",2022-01-18,"de","climate_lockdown",1
"1580",2022-01-18,"en","ulez",2
"1581",2022-01-19,"en","climate_lockdown",7
"1582",2022-01-19,"en","insect",1
"1583",2022-01-19,"en","ulez",2
"1584",2022-01-19,"it","insect",1
"1585",2022-01-19,"it","ulez",1
"1586",2022-01-19,"nl","ulez",3
"1587",2022-01-20,"de","insect",1
"1588",2022-01-20,"en","climate_lockdown",7
"1589",2022-01-20,"en","insect",7
"1590",2022-01-20,"en","ulez",3
"1591",2022-01-20,"it","ulez",1
"1592",2022-01-21,"de","climate_lockdown",1
"1593",2022-01-21,"en","climate_lockdown",3
"1594",2022-01-21,"en","insect",3
"1595",2022-01-21,"en","ulez",1
"1596",2022-01-21,"it","insect",1
"1597",2022-01-21,"nl","climate_lockdown",1
"1598",2022-01-22,"de","ulez",1
"1599",2022-01-22,"en","climate_lockdown",1
"1600",2022-01-22,"en","insect",2
"1601",2022-01-22,"en","ulez",2
"1602",2022-01-22,"it","insect",1
"1603",2022-01-22,"it","ulez",1
"1604",2022-01-22,"nl","climate_lockdown",1
"1605",2022-01-22,"nl","ulez",1
"1606",2022-01-23,"de","ulez",1
"1607",2022-01-23,"en","climate_lockdown",1
"1608",2022-01-23,"en","ulez",2
"1609",2022-01-23,"fr","climate_lockdown",1
"1610",2022-01-23,"fr","ulez",2
"1611",2022-01-23,"it","ulez",2
"1612",2022-01-23,"nl","climate_lockdown",2
"1613",2022-01-24,"en","insect",1
"1614",2022-01-24,"en","ulez",1
"1615",2022-01-24,"nl","climate_lockdown",1
"1616",2022-01-25,"de","climate_lockdown",2
"1617",2022-01-25,"de","insect",2
"1618",2022-01-25,"de","ulez",1
"1619",2022-01-26,"de","climate_lockdown",1
"1620",2022-01-26,"de","ulez",3
"1621",2022-01-26,"en","climate_lockdown",3
"1622",2022-01-26,"en","insect",1
"1623",2022-01-26,"it","insect",2
"1624",2022-01-27,"de","climate_lockdown",1
"1625",2022-01-27,"de","ulez",1
"1626",2022-01-27,"en","climate_lockdown",2
"1627",2022-01-27,"en","ulez",1
"1628",2022-01-27,"fr","ulez",3
"1629",2022-01-27,"it","climate_lockdown",1
"1630",2022-01-28,"en","insect",1
"1631",2022-01-29,"de","ulez",1
"1632",2022-01-29,"en","insect",3
"1633",2022-01-29,"en","ulez",1
"1634",2022-01-29,"fr","climate_lockdown",1
"1635",2022-01-29,"fr","insect",1
"1636",2022-01-30,"de","climate_lockdown",19
"1637",2022-01-30,"en","insect",4
"1638",2022-01-30,"en","ulez",1
"1639",2022-01-30,"nl","insect",2
"1640",2022-01-31,"de","climate_lockdown",1
"1641",2022-01-31,"de","ulez",1
"1642",2022-01-31,"en","ulez",5
"1643",2022-01-31,"fr","insect",1
"1644",2022-01-31,"it","ulez",2
"1645",2022-02-01,"de","climate_lockdown",1
"1646",2022-02-01,"de","ulez",1
"1647",2022-02-01,"en","insect",2
"1648",2022-02-01,"en","ulez",2
"1649",2022-02-01,"nl","climate_lockdown",1
"1650",2022-02-02,"de","climate_lockdown",3
"1651",2022-02-02,"en","climate_lockdown",1
"1652",2022-02-02,"en","insect",1
"1653",2022-02-02,"en","ulez",2
"1654",2022-02-02,"it","ulez",1
"1655",2022-02-02,"nl","ulez",2
"1656",2022-02-03,"de","climate_lockdown",2
"1657",2022-02-03,"de","ulez",2
"1658",2022-02-04,"de","insect",2
"1659",2022-02-04,"en","climate_lockdown",1
"1660",2022-02-04,"it","ulez",2
"1661",2022-02-05,"de","insect",2
"1662",2022-02-05,"en","climate_lockdown",1
"1663",2022-02-05,"en","insect",1
"1664",2022-02-05,"fr","ulez",1
"1665",2022-02-05,"nl","climate_lockdown",1
"1666",2022-02-06,"de","insect",1
"1667",2022-02-06,"en","ulez",3
"1668",2022-02-06,"nl","ulez",1
"1669",2022-02-07,"de","climate_lockdown",2
"1670",2022-02-07,"de","ulez",2
"1671",2022-02-07,"en","climate_lockdown",1
"1672",2022-02-07,"en","ulez",2
"1673",2022-02-07,"fr","ulez",1
"1674",2022-02-07,"it","ulez",2
"1675",2022-02-07,"nl","climate_lockdown",1
"1676",2022-02-07,"nl","ulez",4
"1677",2022-02-08,"de","insect",1
"1678",2022-02-08,"en","climate_lockdown",2
"1679",2022-02-08,"en","ulez",5
"1680",2022-02-08,"nl","ulez",2
"1681",2022-02-09,"de","climate_lockdown",6
"1682",2022-02-09,"en","climate_lockdown",2
"1683",2022-02-09,"en","insect",2
"1684",2022-02-09,"en","ulez",3
"1685",2022-02-09,"it","climate_lockdown",12
"1686",2022-02-09,"it","ulez",1
"1687",2022-02-09,"nl","climate_lockdown",4
"1688",2022-02-09,"nl","ulez",11
"1689",2022-02-10,"de","climate_lockdown",8
"1690",2022-02-10,"de","ulez",1
"1691",2022-02-10,"en","ulez",4
"1692",2022-02-10,"it","climate_lockdown",2
"1693",2022-02-10,"it","insect",2
"1694",2022-02-10,"nl","ulez",2
"1695",2022-02-11,"de","climate_lockdown",4
"1696",2022-02-11,"de","insect",4
"1697",2022-02-11,"de","ulez",2
"1698",2022-02-11,"en","ulez",1
"1699",2022-02-11,"it","insect",4
"1700",2022-02-11,"nl","ulez",4
"1701",2022-02-12,"de","climate_lockdown",2
"1702",2022-02-12,"de","ulez",13
"1703",2022-02-12,"en","climate_lockdown",1
"1704",2022-02-12,"en","insect",1
"1705",2022-02-12,"en","ulez",1
"1706",2022-02-12,"fr","insect",1
"1707",2022-02-12,"fr","ulez",1
"1708",2022-02-12,"it","climate_lockdown",1
"1709",2022-02-12,"it","insect",3
"1710",2022-02-13,"de","insect",3
"1711",2022-02-13,"de","ulez",2
"1712",2022-02-13,"en","insect",1
"1713",2022-02-13,"en","ulez",6
"1714",2022-02-13,"fr","insect",1
"1715",2022-02-13,"nl","climate_lockdown",1
"1716",2022-02-14,"it","insect",2
"1717",2022-02-14,"it","ulez",1
"1718",2022-02-14,"nl","ulez",8
"1719",2022-02-15,"de","climate_lockdown",2
"1720",2022-02-15,"en","insect",2
"1721",2022-02-15,"en","ulez",5
"1722",2022-02-15,"fr","ulez",4
"1723",2022-02-15,"it","insect",2
"1724",2022-02-16,"de","climate_lockdown",2
"1725",2022-02-16,"de","insect",2
"1726",2022-02-16,"de","ulez",1
"1727",2022-02-16,"it","insect",1
"1728",2022-02-16,"it","ulez",2
"1729",2022-02-16,"nl","climate_lockdown",1
"1730",2022-02-16,"nl","ulez",4
"1731",2022-02-17,"de","climate_lockdown",1
"1732",2022-02-17,"it","climate_lockdown",1
"1733",2022-02-17,"it","ulez",1
"1734",2022-02-17,"nl","climate_lockdown",1
"1735",2022-02-17,"nl","ulez",5
"1736",2022-02-18,"de","ulez",1
"1737",2022-02-18,"en","ulez",1
"1738",2022-02-18,"fr","ulez",1
"1739",2022-02-18,"nl","climate_lockdown",3
"1740",2022-02-18,"nl","ulez",4
"1741",2022-02-19,"de","climate_lockdown",1
"1742",2022-02-19,"en","insect",1
"1743",2022-02-19,"en","ulez",1
"1744",2022-02-19,"nl","climate_lockdown",1
"1745",2022-02-19,"nl","ulez",4
"1746",2022-02-20,"de","climate_lockdown",1
"1747",2022-02-20,"de","ulez",8
"1748",2022-02-20,"en","insect",2
"1749",2022-02-20,"en","ulez",4
"1750",2022-02-20,"it","insect",1
"1751",2022-02-20,"nl","ulez",3
"1752",2022-02-21,"de","insect",1
"1753",2022-02-21,"de","ulez",2
"1754",2022-02-21,"en","insect",2
"1755",2022-02-21,"en","ulez",2
"1756",2022-02-21,"it","ulez",1
"1757",2022-02-21,"nl","ulez",1
"1758",2022-02-22,"de","insect",1
"1759",2022-02-22,"de","ulez",2
"1760",2022-02-22,"en","ulez",2
"1761",2022-02-22,"nl","climate_lockdown",1
"1762",2022-02-22,"nl","ulez",2
"1763",2022-02-23,"de","climate_lockdown",4
"1764",2022-02-23,"de","ulez",3
"1765",2022-02-23,"en","climate_lockdown",1
"1766",2022-02-23,"en","insect",4
"1767",2022-02-23,"en","ulez",2
"1768",2022-02-23,"fr","climate_lockdown",1
"1769",2022-02-23,"nl","ulez",1
"1770",2022-02-24,"de","ulez",1
"1771",2022-02-24,"en","insect",1
"1772",2022-02-24,"en","ulez",14
"1773",2022-02-24,"it","climate_lockdown",1
"1774",2022-02-24,"nl","ulez",2
"1775",2022-02-25,"de","climate_lockdown",1
"1776",2022-02-25,"en","ulez",5
"1777",2022-02-25,"fr","insect",1
"1778",2022-02-25,"it","insect",1
"1779",2022-02-25,"nl","ulez",2
"1780",2022-02-26,"de","climate_lockdown",1
"1781",2022-02-26,"de","ulez",4
"1782",2022-02-26,"en","insect",1
"1783",2022-02-26,"en","ulez",2
"1784",2022-02-26,"nl","ulez",1
"1785",2022-02-27,"de","climate_lockdown",1
"1786",2022-02-27,"de","ulez",6
"1787",2022-02-27,"en","insect",3
"1788",2022-02-27,"en","ulez",4
"1789",2022-02-28,"de","climate_lockdown",1
"1790",2022-02-28,"de","ulez",2
"1791",2022-02-28,"en","insect",1
"1792",2022-02-28,"en","ulez",1
"1793",2022-02-28,"nl","insect",1
"1794",2022-03-01,"de","insect",1
"1795",2022-03-01,"en","climate_lockdown",3
"1796",2022-03-01,"en","insect",4
"1797",2022-03-01,"en","ulez",2
"1798",2022-03-01,"nl","ulez",2
"1799",2022-03-02,"de","insect",3
"1800",2022-03-02,"de","ulez",1
"1801",2022-03-02,"en","insect",1
"1802",2022-03-02,"nl","climate_lockdown",1
"1803",2022-03-02,"nl","ulez",4
"1804",2022-03-03,"de","ulez",3
"1805",2022-03-03,"en","climate_lockdown",2
"1806",2022-03-03,"it","ulez",1
"1807",2022-03-03,"nl","climate_lockdown",1
"1808",2022-03-04,"en","ulez",4
"1809",2022-03-04,"it","insect",1
"1810",2022-03-05,"de","climate_lockdown",1
"1811",2022-03-05,"en","insect",3
"1812",2022-03-05,"nl","ulez",1
"1813",2022-03-06,"de","ulez",2
"1814",2022-03-06,"en","insect",1
"1815",2022-03-07,"de","climate_lockdown",1
"1816",2022-03-07,"de","insect",2
"1817",2022-03-07,"en","ulez",3
"1818",2022-03-07,"fr","insect",1
"1819",2022-03-07,"it","ulez",1
"1820",2022-03-08,"en","insect",3
"1821",2022-03-08,"en","ulez",9
"1822",2022-03-08,"it","insect",3
"1823",2022-03-08,"nl","ulez",1
"1824",2022-03-09,"de","insect",2
"1825",2022-03-09,"en","insect",2
"1826",2022-03-09,"nl","ulez",1
"1827",2022-03-10,"de","ulez",1
"1828",2022-03-10,"en","insect",1
"1829",2022-03-10,"en","ulez",5
"1830",2022-03-10,"fr","ulez",1
"1831",2022-03-10,"it","insect",3
"1832",2022-03-10,"it","ulez",1
"1833",2022-03-10,"nl","climate_lockdown",5
"1834",2022-03-11,"de","insect",2
"1835",2022-03-11,"de","ulez",8
"1836",2022-03-11,"en","insect",2
"1837",2022-03-11,"en","ulez",1
"1838",2022-03-11,"it","insect",1
"1839",2022-03-11,"nl","climate_lockdown",1
"1840",2022-03-12,"de","insect",1
"1841",2022-03-12,"en","insect",2
"1842",2022-03-12,"en","ulez",1
"1843",2022-03-12,"it","insect",3
"1844",2022-03-13,"de","insect",3
"1845",2022-03-13,"de","ulez",1
"1846",2022-03-13,"en","insect",1
"1847",2022-03-13,"en","ulez",3
"1848",2022-03-13,"fr","ulez",6
"1849",2022-03-14,"de","climate_lockdown",1
"1850",2022-03-14,"de","insect",1
"1851",2022-03-14,"de","ulez",1
"1852",2022-03-14,"en","insect",2
"1853",2022-03-14,"en","ulez",2
"1854",2022-03-14,"fr","ulez",13
"1855",2022-03-14,"nl","ulez",1
"1856",2022-03-15,"de","insect",2
"1857",2022-03-15,"de","ulez",2
"1858",2022-03-15,"en","insect",5
"1859",2022-03-15,"en","ulez",2
"1860",2022-03-15,"fr","ulez",4
"1861",2022-03-15,"it","insect",1
"1862",2022-03-15,"nl","climate_lockdown",2
"1863",2022-03-15,"nl","ulez",1
"1864",2022-03-16,"de","climate_lockdown",1
"1865",2022-03-16,"en","insect",2
"1866",2022-03-16,"en","ulez",2
"1867",2022-03-16,"it","ulez",1
"1868",2022-03-17,"de","insect",1
"1869",2022-03-17,"de","ulez",10
"1870",2022-03-17,"en","insect",5
"1871",2022-03-17,"en","ulez",3
"1872",2022-03-17,"nl","climate_lockdown",1
"1873",2022-03-17,"nl","insect",1
"1874",2022-03-18,"de","insect",2
"1875",2022-03-18,"en","ulez",5
"1876",2022-03-18,"it","insect",1
"1877",2022-03-19,"en","ulez",2
"1878",2022-03-19,"fr","insect",1
"1879",2022-03-19,"fr","ulez",2
"1880",2022-03-19,"it","insect",1
"1881",2022-03-20,"de","climate_lockdown",1
"1882",2022-03-20,"de","insect",17
"1883",2022-03-20,"de","ulez",3
"1884",2022-03-20,"en","climate_lockdown",3
"1885",2022-03-20,"it","insect",5
"1886",2022-03-20,"it","ulez",1
"1887",2022-03-21,"de","insect",2
"1888",2022-03-21,"en","climate_lockdown",6
"1889",2022-03-21,"en","insect",1
"1890",2022-03-21,"en","ulez",2
"1891",2022-03-21,"fr","insect",1
"1892",2022-03-21,"it","insect",2
"1893",2022-03-21,"it","ulez",2
"1894",2022-03-22,"de","insect",1
"1895",2022-03-22,"de","ulez",13
"1896",2022-03-22,"en","climate_lockdown",1
"1897",2022-03-22,"en","insect",4
"1898",2022-03-22,"en","ulez",1
"1899",2022-03-22,"it","insect",1
"1900",2022-03-22,"it","ulez",1
"1901",2022-03-22,"nl","insect",1
"1902",2022-03-23,"de","insect",10
"1903",2022-03-23,"de","ulez",4
"1904",2022-03-23,"en","climate_lockdown",1
"1905",2022-03-23,"en","insect",5
"1906",2022-03-23,"en","ulez",2
"1907",2022-03-24,"de","insect",3
"1908",2022-03-24,"de","ulez",5
"1909",2022-03-24,"en","insect",1
"1910",2022-03-24,"en","ulez",3
"1911",2022-03-24,"it","insect",3
"1912",2022-03-24,"nl","climate_lockdown",3
"1913",2022-03-25,"de","insect",1
"1914",2022-03-25,"en","insect",2
"1915",2022-03-25,"fr","insect",1
"1916",2022-03-25,"it","insect",2
"1917",2022-03-25,"nl","climate_lockdown",2
"1918",2022-03-26,"de","insect",2
"1919",2022-03-26,"en","climate_lockdown",1
"1920",2022-03-27,"de","insect",1
"1921",2022-03-27,"de","ulez",1
"1922",2022-03-27,"en","insect",2
"1923",2022-03-27,"en","ulez",3
"1924",2022-03-28,"de","insect",1
"1925",2022-03-28,"en","ulez",2
"1926",2022-03-28,"nl","ulez",1
"1927",2022-03-29,"de","insect",3
"1928",2022-03-29,"en","insect",1
"1929",2022-03-29,"en","ulez",1
"1930",2022-03-29,"it","ulez",4
"1931",2022-03-29,"nl","insect",1
"1932",2022-03-30,"de","insect",5
"1933",2022-03-30,"en","climate_lockdown",3
"1934",2022-03-30,"en","ulez",1
"1935",2022-03-30,"nl","climate_lockdown",1
"1936",2022-03-31,"en","fifteen_minutes",1
"1937",2022-03-31,"en","ulez",1
"1938",2022-03-31,"it","insect",1
"1939",2022-04-01,"de","insect",4
"1940",2022-04-01,"it","insect",3
"1941",2022-04-02,"de","insect",3
"1942",2022-04-02,"en","insect",3
"1943",2022-04-02,"en","ulez",6
"1944",2022-04-02,"fr","ulez",1
"1945",2022-04-02,"it","insect",2
"1946",2022-04-02,"nl","climate_lockdown",1
"1947",2022-04-03,"de","insect",2
"1948",2022-04-03,"en","insect",2
"1949",2022-04-03,"en","ulez",10
"1950",2022-04-03,"it","insect",3
"1951",2022-04-04,"de","insect",1
"1952",2022-04-04,"de","ulez",1
"1953",2022-04-04,"en","ulez",1
"1954",2022-04-04,"it","insect",5
"1955",2022-04-04,"it","ulez",1
"1956",2022-04-05,"de","insect",1
"1957",2022-04-05,"en","insect",2
"1958",2022-04-05,"en","ulez",2
"1959",2022-04-05,"it","insect",1
"1960",2022-04-05,"it","ulez",1
"1961",2022-04-06,"de","insect",1
"1962",2022-04-06,"en","insect",1
"1963",2022-04-06,"en","ulez",2
"1964",2022-04-06,"it","climate_lockdown",1
"1965",2022-04-06,"it","insect",2
"1966",2022-04-07,"de","insect",1
"1967",2022-04-07,"de","ulez",2
"1968",2022-04-07,"en","climate_lockdown",2
"1969",2022-04-07,"en","insect",1
"1970",2022-04-07,"en","ulez",5
"1971",2022-04-07,"nl","ulez",2
"1972",2022-04-08,"de","insect",1
"1973",2022-04-08,"de","ulez",2
"1974",2022-04-08,"en","ulez",4
"1975",2022-04-08,"nl","ulez",1
"1976",2022-04-09,"de","insect",1
"1977",2022-04-09,"de","ulez",1
"1978",2022-04-09,"en","insect",2
"1979",2022-04-09,"en","ulez",1
"1980",2022-04-09,"it","insect",1
"1981",2022-04-10,"de","insect",1
"1982",2022-04-10,"de","ulez",2
"1983",2022-04-10,"en","ulez",6
"1984",2022-04-10,"nl","ulez",1
"1985",2022-04-11,"de","ulez",1
"1986",2022-04-11,"en","climate_lockdown",1
"1987",2022-04-11,"en","ulez",3
"1988",2022-04-12,"de","ulez",1
"1989",2022-04-12,"en","insect",3
"1990",2022-04-12,"it","insect",3
"1991",2022-04-12,"nl","ulez",2
"1992",2022-04-13,"de","ulez",1
"1993",2022-04-13,"en","insect",1
"1994",2022-04-13,"en","ulez",13
"1995",2022-04-14,"en","ulez",6
"1996",2022-04-14,"it","ulez",3
"1997",2022-04-15,"en","ulez",3
"1998",2022-04-15,"fr","climate_lockdown",1
"1999",2022-04-16,"de","ulez",1
"2000",2022-04-16,"en","ulez",8
"2001",2022-04-17,"de","insect",2
"2002",2022-04-17,"en","insect",3
"2003",2022-04-17,"en","ulez",1
"2004",2022-04-17,"it","insect",1
"2005",2022-04-17,"nl","insect",1
"2006",2022-04-18,"de","ulez",1
"2007",2022-04-19,"de","ulez",1
"2008",2022-04-19,"en","ulez",2
"2009",2022-04-19,"nl","ulez",1
"2010",2022-04-20,"de","insect",1
"2011",2022-04-20,"de","ulez",1
"2012",2022-04-20,"en","ulez",5
"2013",2022-04-20,"fr","ulez",3
"2014",2022-04-21,"de","insect",1
"2015",2022-04-21,"de","ulez",1
"2016",2022-04-21,"en","insect",2
"2017",2022-04-21,"en","ulez",7
"2018",2022-04-21,"fr","ulez",1
"2019",2022-04-21,"it","ulez",1
"2020",2022-04-22,"de","ulez",3
"2021",2022-04-22,"en","insect",1
"2022",2022-04-22,"en","ulez",4
"2023",2022-04-22,"fr","ulez",12
"2024",2022-04-23,"de","insect",1
"2025",2022-04-23,"en","insect",2
"2026",2022-04-23,"en","ulez",1
"2027",2022-04-23,"fr","ulez",9
"2028",2022-04-23,"nl","ulez",1
"2029",2022-04-24,"de","insect",2
"2030",2022-04-24,"de","ulez",9
"2031",2022-04-24,"en","insect",10
"2032",2022-04-24,"en","ulez",5
"2033",2022-04-24,"fr","ulez",2
"2034",2022-04-24,"it","ulez",1
"2035",2022-04-24,"nl","ulez",1
"2036",2022-04-25,"de","climate_lockdown",1
"2037",2022-04-25,"de","insect",19
"2038",2022-04-25,"en","insect",3
"2039",2022-04-25,"en","ulez",5
"2040",2022-04-25,"nl","ulez",3
"2041",2022-04-26,"de","insect",7
"2042",2022-04-26,"de","ulez",4
"2043",2022-04-26,"en","insect",4
"2044",2022-04-26,"en","ulez",13
"2045",2022-04-26,"it","insect",1
"2046",2022-04-27,"de","insect",7
"2047",2022-04-27,"en","climate_lockdown",14
"2048",2022-04-27,"en","insect",7
"2049",2022-04-27,"en","ulez",2
"2050",2022-04-27,"it","climate_lockdown",1
"2051",2022-04-27,"it","insect",5
"2052",2022-04-27,"nl","climate_lockdown",2
"2053",2022-04-27,"nl","ulez",1
"2054",2022-04-28,"de","insect",2
"2055",2022-04-28,"en","climate_lockdown",10
"2056",2022-04-28,"en","insect",11
"2057",2022-04-28,"en","ulez",5
"2058",2022-04-28,"fr","climate_lockdown",1
"2059",2022-04-28,"fr","insect",2
"2060",2022-04-28,"it","insect",4
"2061",2022-04-28,"it","ulez",1
"2062",2022-04-28,"nl","climate_lockdown",3
"2063",2022-04-28,"nl","insect",1
"2064",2022-04-29,"de","insect",2
"2065",2022-04-29,"de","ulez",3
"2066",2022-04-29,"en","climate_lockdown",2
"2067",2022-04-29,"en","insect",1
"2068",2022-04-29,"en","ulez",3
"2069",2022-04-29,"it","insect",2
"2070",2022-04-29,"nl","climate_lockdown",2
