"","date","detected_language","topic","n"
"1",2016-06-29,"it","ulez",1
"2",2016-08-09,"it","insect",1
"3",2017-04-12,"it","ulez",1
"4",2017-05-15,"it","ulez",1
"5",2017-07-14,"it","ulez",1
"6",2017-09-19,"it","insect",2
"7",2017-11-01,"it","ulez",1
"8",2017-12-20,"it","ulez",1
"9",2017-12-29,"it","ulez",2
"10",2017-12-30,"it","ulez",1
"11",2018-01-17,"it","insect",1
"12",2018-01-19,"it","insect",1
"13",2018-02-24,"it","insect",1
"14",2018-04-14,"it","ulez",1
"15",2018-04-28,"it","ulez",1
"16",2018-05-11,"it","ulez",1
"17",2018-08-22,"it","ulez",1
"18",2018-09-03,"it","ulez",1
"19",2018-09-20,"it","insect",1
"20",2018-09-28,"it","insect",1
"21",2018-10-28,"it","ulez",1
"22",2018-10-30,"it","ulez",1
"23",2018-11-17,"it","insect",1
"24",2018-11-18,"it","insect",1
"25",2018-12-19,"it","ulez",1
"26",2019-01-01,"it","insect",1
"27",2019-01-12,"it","ulez",1
"28",2019-02-10,"it","insect",1
"29",2019-02-25,"it","ulez",1
"30",2019-02-27,"it","ulez",1
"31",2019-03-07,"de","ulez",1
"32",2019-03-11,"en","ulez",1
"33",2019-03-18,"it","ulez",1
"34",2019-03-27,"de","ulez",3
"35",2019-04-09,"de","ulez",1
"36",2019-04-12,"it","insect",4
"37",2019-05-12,"it","ulez",1
"38",2019-05-14,"de","ulez",1
"39",2019-05-21,"it","ulez",1
"40",2019-05-24,"it","ulez",1
"41",2019-06-05,"de","ulez",1
"42",2019-06-06,"de","ulez",1
"43",2019-06-18,"en","ulez",1
"44",2019-06-24,"it","insect",1
"45",2019-06-25,"it","ulez",2
"46",2019-06-26,"de","ulez",1
"47",2019-06-27,"de","ulez",1
"48",2019-07-14,"it","insect",1
"49",2019-07-15,"it","insect",1
"50",2019-08-09,"de","ulez",2
"51",2019-08-09,"it","ulez",1
"52",2019-08-18,"it","ulez",1
"53",2019-08-24,"en","insect",1
"54",2019-08-28,"de","insect",1
"55",2019-09-06,"it","insect",2
"56",2019-09-08,"de","insect",1
"57",2019-09-09,"de","insect",1
"58",2019-09-09,"it","ulez",1
"59",2019-09-12,"de","insect",2
"60",2019-09-23,"it","insect",2
"61",2019-09-25,"it","ulez",1
"62",2019-09-26,"de","insect",2
"63",2019-10-07,"it","insect",1
"64",2019-10-29,"en","insect",2
"65",2019-11-03,"it","ulez",1
"66",2019-11-08,"en","ulez",1
"67",2019-11-10,"de","ulez",1
"68",2019-11-11,"de","ulez",1
"69",2019-11-25,"de","ulez",2
"70",2019-11-25,"it","ulez",1
"71",2019-11-28,"de","insect",1
"72",2019-11-29,"it","insect",1
"73",2019-12-08,"de","ulez",1
"74",2019-12-17,"it","ulez",1
"75",2019-12-23,"it","ulez",1
"76",2019-12-25,"it","ulez",1
"77",2020-01-09,"de","ulez",1
"78",2020-01-11,"it","insect",1
"79",2020-01-20,"it","insect",1
"80",2020-01-21,"en","ulez",1
"81",2020-01-24,"en","ulez",1
"82",2020-01-26,"de","ulez",1
"83",2020-01-27,"de","ulez",1
"84",2020-01-28,"de","insect",1
"85",2020-01-31,"it","ulez",1
"86",2020-02-05,"de","insect",1
"87",2020-02-06,"it","insect",1
"88",2020-02-14,"de","ulez",1
"89",2020-02-22,"it","ulez",1
"90",2020-02-24,"de","insect",1
"91",2020-02-25,"it","ulez",1
"92",2020-02-26,"de","ulez",1
"93",2020-02-27,"de","insect",1
"94",2020-03-08,"it","ulez",1
"95",2020-03-22,"de","ulez",1
"96",2020-03-25,"de","insect",1
"97",2020-03-26,"de","ulez",2
"98",2020-04-03,"en","insect",1
"99",2020-04-04,"it","insect",1
"100",2020-04-05,"it","insect",1
"101",2020-04-06,"en","insect",3
"102",2020-04-10,"it","insect",1
"103",2020-04-11,"de","ulez",2
"104",2020-04-15,"de","ulez",2
"105",2020-04-15,"it","insect",1
"106",2020-04-25,"it","ulez",1
"107",2020-04-27,"de","insect",1
"108",2020-05-04,"de","ulez",1
"109",2020-05-07,"it","ulez",1
"110",2020-05-13,"de","ulez",1
"111",2020-05-13,"en","ulez",1
"112",2020-05-15,"en","ulez",1
"113",2020-05-17,"de","insect",2
"114",2020-05-17,"de","ulez",1
"115",2020-05-20,"en","ulez",1
"116",2020-05-21,"en","ulez",1
"117",2020-05-22,"it","insect",1
"118",2020-05-22,"it","ulez",1
"119",2020-05-24,"de","ulez",2
"120",2020-05-24,"en","ulez",1
"121",2020-05-25,"de","ulez",2
"122",2020-05-27,"de","insect",2
"123",2020-05-28,"de","ulez",1
"124",2020-06-01,"it","insect",3
"125",2020-06-13,"de","insect",1
"126",2020-06-13,"en","ulez",1
"127",2020-06-23,"de","ulez",1
"128",2020-06-26,"it","insect",1
"129",2020-06-27,"de","insect",1
"130",2020-06-27,"de","ulez",3
"131",2020-06-30,"de","insect",6
"132",2020-06-30,"fr","ulez",1
"133",2020-07-01,"de","insect",2
"134",2020-07-05,"de","insect",3
"135",2020-07-06,"de","insect",1
"136",2020-07-06,"de","ulez",1
"137",2020-07-07,"de","insect",1
"138",2020-07-08,"de","ulez",1
"139",2020-07-08,"en","insect",1
"140",2020-07-09,"en","ulez",1
"141",2020-07-11,"de","ulez",1
"142",2020-07-13,"it","ulez",1
"143",2020-07-14,"it","insect",1
"144",2020-07-15,"de","insect",3
"145",2020-07-24,"de","insect",1
"146",2020-07-24,"de","ulez",1
"147",2020-07-25,"de","insect",3
"148",2020-07-25,"de","ulez",1
"149",2020-07-26,"en","ulez",1
"150",2020-07-29,"de","ulez",1
"151",2020-07-29,"en","ulez",2
"152",2020-07-30,"de","ulez",1
"153",2020-08-04,"en","ulez",1
"154",2020-08-07,"de","insect",1
"155",2020-08-13,"de","insect",1
"156",2020-08-13,"en","ulez",1
"157",2020-08-15,"en","insect",1
"158",2020-08-15,"en","ulez",1
"159",2020-08-20,"it","insect",1
"160",2020-08-21,"it","ulez",1
"161",2020-08-22,"it","ulez",1
"162",2020-08-24,"de","ulez",1
"163",2020-08-25,"en","ulez",1
"164",2020-08-27,"en","ulez",2
"165",2020-08-27,"it","insect",1
"166",2020-08-31,"en","insect",1
"167",2020-09-02,"de","ulez",1
"168",2020-09-02,"en","insect",1
"169",2020-09-07,"de","insect",4
"170",2020-09-07,"en","insect",1
"171",2020-09-07,"it","insect",1
"172",2020-09-08,"de","ulez",1
"173",2020-09-10,"de","insect",1
"174",2020-09-10,"en","ulez",1
"175",2020-09-15,"en","insect",1
"176",2020-09-15,"en","ulez",1
"177",2020-09-15,"it","ulez",1
"178",2020-09-21,"en","insect",1
"179",2020-09-22,"de","insect",1
"180",2020-09-25,"en","climate_lockdown",1
"181",2020-09-26,"en","climate_lockdown",1
"182",2020-09-26,"it","climate_lockdown",1
"183",2020-09-26,"it","ulez",2
"184",2020-09-27,"en","insect",2
"185",2020-09-27,"fr","ulez",1
"186",2020-09-28,"de","ulez",1
"187",2020-09-28,"it","climate_lockdown",3
"188",2020-09-29,"it","climate_lockdown",1
"189",2020-09-30,"it","climate_lockdown",1
"190",2020-10-04,"it","insect",1
"191",2020-10-05,"en","ulez",1
"192",2020-10-05,"it","insect",1
"193",2020-10-07,"de","ulez",1
"194",2020-10-07,"en","ulez",1
"195",2020-10-08,"de","ulez",2
"196",2020-10-10,"en","insect",1
"197",2020-10-12,"en","ulez",1
"198",2020-10-13,"en","ulez",1
"199",2020-10-14,"de","ulez",1
"200",2020-10-19,"de","ulez",2
"201",2020-10-23,"de","ulez",3
"202",2020-10-24,"it","ulez",1
"203",2020-10-27,"en","ulez",1
"204",2020-10-27,"it","insect",1
"205",2020-10-28,"de","ulez",1
"206",2020-10-28,"en","ulez",1
"207",2020-10-30,"it","insect",2
"208",2020-10-31,"it","ulez",1
"209",2020-11-01,"en","insect",1
"210",2020-11-04,"de","ulez",1
"211",2020-11-09,"de","ulez",1
"212",2020-11-09,"en","insect",1
"213",2020-11-09,"it","insect",1
"214",2020-11-12,"en","insect",2
"215",2020-11-12,"it","ulez",1
"216",2020-11-14,"en","ulez",1
"217",2020-11-14,"fr","ulez",1
"218",2020-11-16,"en","climate_lockdown",1
"219",2020-11-19,"de","insect",1
"220",2020-11-20,"de","ulez",1
"221",2020-11-21,"de","ulez",2
"222",2020-11-21,"fr","insect",1
"223",2020-11-23,"de","ulez",1
"224",2020-11-26,"de","insect",1
"225",2020-11-28,"de","insect",4
"226",2020-11-29,"de","insect",4
"227",2020-11-30,"de","insect",1
"228",2020-12-01,"en","insect",1
"229",2020-12-02,"de","insect",1
"230",2020-12-04,"it","ulez",1
"231",2020-12-05,"it","ulez",2
"232",2020-12-08,"de","ulez",1
"233",2020-12-08,"fr","insect",3
"234",2020-12-08,"fr","ulez",1
"235",2020-12-09,"de","ulez",1
"236",2020-12-10,"de","insect",1
"237",2020-12-10,"de","ulez",1
"238",2020-12-10,"fr","insect",1
"239",2020-12-11,"de","ulez",3
"240",2020-12-13,"fr","insect",1
"241",2020-12-14,"en","ulez",1
"242",2020-12-14,"fr","insect",1
"243",2020-12-18,"de","ulez",1
"244",2020-12-21,"fr","ulez",1
"245",2020-12-23,"fr","ulez",4
"246",2020-12-25,"de","ulez",1
"247",2020-12-26,"de","ulez",1
"248",2020-12-27,"de","ulez",1
"249",2020-12-28,"de","climate_lockdown",2
"250",2020-12-29,"de","climate_lockdown",4
"251",2020-12-31,"de","climate_lockdown",2
"252",2021-01-01,"de","climate_lockdown",1
"253",2021-01-01,"en","insect",1
"254",2021-01-02,"de","climate_lockdown",2
"255",2021-01-02,"fr","ulez",1
"256",2021-01-03,"de","climate_lockdown",1
"257",2021-01-03,"de","insect",1
"258",2021-01-04,"de","climate_lockdown",21
"259",2021-01-04,"de","insect",1
"260",2021-01-04,"de","ulez",1
"261",2021-01-05,"de","climate_lockdown",17
"262",2021-01-05,"en","climate_lockdown",1
"263",2021-01-06,"en","insect",1
"264",2021-01-07,"de","insect",1
"265",2021-01-08,"de","insect",1
"266",2021-01-08,"de","ulez",3
"267",2021-01-10,"en","ulez",1
"268",2021-01-11,"de","insect",3
"269",2021-01-11,"en","ulez",1
"270",2021-01-11,"it","insect",1
"271",2021-01-12,"en","insect",1
"272",2021-01-13,"en","insect",1
"273",2021-01-13,"en","ulez",1
"274",2021-01-14,"de","insect",4
"275",2021-01-14,"en","climate_lockdown",1
"276",2021-01-14,"en","insect",1
"277",2021-01-14,"en","ulez",1
"278",2021-01-14,"it","insect",2
"279",2021-01-14,"nl","insect",1
"280",2021-01-15,"de","insect",6
"281",2021-01-15,"de","ulez",6
"282",2021-01-15,"en","insect",4
"283",2021-01-15,"en","ulez",1
"284",2021-01-15,"it","insect",3
"285",2021-01-16,"de","climate_lockdown",2
"286",2021-01-16,"de","ulez",2
"287",2021-01-17,"de","climate_lockdown",2
"288",2021-01-17,"en","insect",1
"289",2021-01-17,"fr","insect",1
"290",2021-01-17,"fr","ulez",2
"291",2021-01-18,"de","ulez",6
"292",2021-01-18,"en","insect",7
"293",2021-01-18,"fr","ulez",1
"294",2021-01-19,"de","ulez",1
"295",2021-01-19,"it","insect",1
"296",2021-01-19,"it","ulez",1
"297",2021-01-20,"de","ulez",2
"298",2021-01-21,"de","insect",1
"299",2021-01-23,"de","insect",1
"300",2021-01-23,"en","insect",1
"301",2021-01-24,"de","climate_lockdown",1
"302",2021-01-24,"en","insect",1
"303",2021-01-25,"de","insect",1
"304",2021-01-25,"de","ulez",1
"305",2021-01-25,"it","ulez",1
"306",2021-01-26,"de","insect",3
"307",2021-01-27,"de","climate_lockdown",5
"308",2021-01-28,"de","climate_lockdown",1
"309",2021-01-28,"de","insect",1
"310",2021-01-29,"de","insect",1
"311",2021-01-29,"it","insect",3
"312",2021-01-30,"de","climate_lockdown",1
"313",2021-01-30,"de","insect",3
"314",2021-01-31,"fr","ulez",1
"315",2021-02-02,"de","climate_lockdown",3
"316",2021-02-02,"fr","insect",1
"317",2021-02-03,"de","climate_lockdown",1
"318",2021-02-03,"de","insect",1
"319",2021-02-03,"en","ulez",1
"320",2021-02-04,"de","climate_lockdown",1
"321",2021-02-04,"de","insect",2
"322",2021-02-05,"de","climate_lockdown",1
"323",2021-02-05,"en","climate_lockdown",1
"324",2021-02-05,"en","ulez",3
"325",2021-02-06,"de","ulez",4
"326",2021-02-06,"en","ulez",1
"327",2021-02-07,"de","insect",7
"328",2021-02-07,"de","ulez",4
"329",2021-02-07,"en","climate_lockdown",2
"330",2021-02-07,"en","insect",1
"331",2021-02-07,"en","ulez",1
"332",2021-02-08,"de","insect",3
"333",2021-02-08,"de","ulez",2
"334",2021-02-08,"en","insect",2
"335",2021-02-08,"en","ulez",1
"336",2021-02-08,"it","ulez",2
"337",2021-02-09,"de","ulez",3
"338",2021-02-09,"en","climate_lockdown",1
"339",2021-02-09,"en","insect",1
"340",2021-02-10,"de","ulez",3
"341",2021-02-10,"en","climate_lockdown",6
"342",2021-02-10,"it","insect",1
"343",2021-02-11,"de","climate_lockdown",2
"344",2021-02-11,"en","climate_lockdown",4
"345",2021-02-11,"en","insect",1
"346",2021-02-13,"de","climate_lockdown",1
"347",2021-02-13,"de","ulez",1
"348",2021-02-13,"en","ulez",1
"349",2021-02-13,"it","insect",1
"350",2021-02-14,"en","ulez",1
"351",2021-02-15,"fr","insect",1
"352",2021-02-16,"en","ulez",1
"353",2021-02-16,"it","insect",2
"354",2021-02-18,"de","insect",1
"355",2021-02-18,"it","insect",1
"356",2021-02-19,"de","climate_lockdown",1
"357",2021-02-19,"en","climate_lockdown",2
"358",2021-02-19,"en","ulez",2
"359",2021-02-20,"de","insect",1
"360",2021-02-20,"de","ulez",2
"361",2021-02-20,"en","climate_lockdown",2
"362",2021-02-20,"fr","climate_lockdown",1
"363",2021-02-20,"it","insect",1
"364",2021-02-21,"de","climate_lockdown",1
"365",2021-02-21,"it","insect",1
"366",2021-02-22,"en","climate_lockdown",1
"367",2021-02-23,"de","ulez",3
"368",2021-02-23,"en","climate_lockdown",1
"369",2021-02-23,"it","ulez",1
"370",2021-02-24,"it","insect",1
"371",2021-02-25,"de","insect",1
"372",2021-02-25,"en","ulez",1
"373",2021-02-26,"de","insect",1
"374",2021-02-26,"en","ulez",1
"375",2021-02-27,"de","climate_lockdown",1
"376",2021-02-27,"fr","insect",1
"377",2021-02-27,"it","insect",1
"378",2021-02-28,"de","climate_lockdown",1
"379",2021-02-28,"fr","insect",1
"380",2021-03-03,"en","ulez",2
"381",2021-03-04,"de","insect",4
"382",2021-03-04,"en","climate_lockdown",3
"383",2021-03-04,"it","climate_lockdown",1
"384",2021-03-05,"de","ulez",1
"385",2021-03-06,"de","climate_lockdown",2
"386",2021-03-06,"de","insect",1
"387",2021-03-06,"en","insect",2
"388",2021-03-07,"de","climate_lockdown",3
"389",2021-03-07,"de","ulez",5
"390",2021-03-07,"en","climate_lockdown",1
"391",2021-03-07,"en","ulez",2
"392",2021-03-08,"de","climate_lockdown",16
"393",2021-03-08,"de","insect",1
"394",2021-03-08,"de","ulez",6
"395",2021-03-08,"en","ulez",3
"396",2021-03-09,"de","climate_lockdown",2
"397",2021-03-09,"fr","ulez",2
"398",2021-03-09,"it","insect",1
"399",2021-03-10,"de","climate_lockdown",1
"400",2021-03-10,"de","ulez",1
"401",2021-03-10,"en","ulez",1
"402",2021-03-11,"de","ulez",3
"403",2021-03-12,"de","climate_lockdown",6
"404",2021-03-12,"de","insect",3
"405",2021-03-13,"de","insect",4
"406",2021-03-13,"en","insect",3
"407",2021-03-14,"de","climate_lockdown",1
"408",2021-03-14,"de","insect",21
"409",2021-03-14,"de","ulez",3
"410",2021-03-14,"en","insect",5
"411",2021-03-14,"it","insect",1
"412",2021-03-15,"de","climate_lockdown",3
"413",2021-03-15,"de","insect",9
"414",2021-03-15,"it","insect",1
"415",2021-03-16,"de","climate_lockdown",7
"416",2021-03-16,"de","insect",3
"417",2021-03-17,"de","climate_lockdown",17
"418",2021-03-17,"de","insect",3
"419",2021-03-17,"fr","climate_lockdown",1
"420",2021-03-18,"de","climate_lockdown",8
"421",2021-03-18,"en","insect",2
"422",2021-03-19,"de","climate_lockdown",2
"423",2021-03-19,"de","insect",1
"424",2021-03-19,"fr","insect",1
"425",2021-03-21,"de","insect",1
"426",2021-03-22,"de","insect",1
"427",2021-03-23,"de","insect",2
"428",2021-03-23,"en","insect",1
"429",2021-03-24,"de","climate_lockdown",10
"430",2021-03-24,"en","climate_lockdown",1
"431",2021-03-24,"en","ulez",2
"432",2021-03-25,"de","insect",6
"433",2021-03-26,"de","climate_lockdown",3
"434",2021-03-27,"de","climate_lockdown",1
"435",2021-03-27,"de","ulez",1
"436",2021-03-27,"en","insect",1
"437",2021-03-28,"de","climate_lockdown",9
"438",2021-03-28,"en","climate_lockdown",1
"439",2021-03-28,"en","insect",1
"440",2021-03-29,"de","climate_lockdown",3
"441",2021-03-29,"de","insect",3
"442",2021-03-29,"en","ulez",1
"443",2021-03-29,"nl","climate_lockdown",1
"444",2021-03-30,"de","ulez",2
"445",2021-03-30,"en","ulez",2
"446",2021-03-30,"it","insect",3
"447",2021-03-30,"nl","ulez",2
"448",2021-03-31,"de","climate_lockdown",1
"449",2021-03-31,"de","insect",1
"450",2021-03-31,"de","ulez",1
"451",2021-03-31,"en","insect",1
"452",2021-04-02,"de","ulez",3
"453",2021-04-02,"en","climate_lockdown",1
"454",2021-04-02,"it","insect",1
"455",2021-04-03,"en","ulez",1
"456",2021-04-04,"de","climate_lockdown",1
"457",2021-04-04,"de","insect",1
"458",2021-04-04,"en","ulez",2
"459",2021-04-05,"de","climate_lockdown",3
"460",2021-04-05,"en","insect",1
"461",2021-04-05,"nl","climate_lockdown",1
"462",2021-04-06,"de","climate_lockdown",2
"463",2021-04-06,"en","climate_lockdown",1
"464",2021-04-06,"en","ulez",1
"465",2021-04-06,"it","insect",1
"466",2021-04-07,"en","insect",1
"467",2021-04-07,"it","insect",1
"468",2021-04-09,"en","insect",1
"469",2021-04-10,"en","insect",1
"470",2021-04-11,"en","insect",1
"471",2021-04-11,"it","insect",1
"472",2021-04-12,"de","ulez",1
"473",2021-04-13,"de","insect",3
"474",2021-04-13,"en","insect",1
"475",2021-04-13,"fr","ulez",1
"476",2021-04-14,"de","climate_lockdown",45
"477",2021-04-15,"de","climate_lockdown",5
"478",2021-04-15,"en","insect",1
"479",2021-04-16,"de","climate_lockdown",1
"480",2021-04-16,"it","climate_lockdown",2
"481",2021-04-16,"it","insect",1
"482",2021-04-17,"de","climate_lockdown",3
"483",2021-04-18,"de","climate_lockdown",3
"484",2021-04-18,"en","insect",1
"485",2021-04-18,"it","climate_lockdown",1
"486",2021-04-18,"it","insect",1
"487",2021-04-19,"de","insect",1
"488",2021-04-19,"it","climate_lockdown",2
"489",2021-04-20,"de","climate_lockdown",7
"490",2021-04-20,"de","insect",1
"491",2021-04-20,"en","insect",1
"492",2021-04-20,"nl","climate_lockdown",3
"493",2021-04-21,"de","climate_lockdown",3
"494",2021-04-21,"en","ulez",1
"495",2021-04-21,"fr","ulez",1
"496",2021-04-21,"it","insect",1
"497",2021-04-22,"de","climate_lockdown",7
"498",2021-04-22,"en","ulez",1
"499",2021-04-22,"it","insect",2
"500",2021-04-23,"de","climate_lockdown",13
"501",2021-04-23,"de","insect",2
"502",2021-04-23,"en","climate_lockdown",1
"503",2021-04-23,"fr","ulez",1
"504",2021-04-24,"de","climate_lockdown",1
"505",2021-04-24,"de","ulez",1
"506",2021-04-24,"en","insect",3
"507",2021-04-24,"en","ulez",2
"508",2021-04-24,"fr","ulez",1
"509",2021-04-25,"de","climate_lockdown",2
"510",2021-04-25,"de","ulez",4
"511",2021-04-25,"en","climate_lockdown",1
"512",2021-04-25,"en","ulez",2
"513",2021-04-25,"fr","climate_lockdown",1
"514",2021-04-25,"fr","ulez",2
"515",2021-04-25,"it","insect",2
"516",2021-04-26,"de","climate_lockdown",1
"517",2021-04-26,"de","ulez",10
"518",2021-04-27,"de","climate_lockdown",9
"519",2021-04-27,"de","insect",2
"520",2021-04-27,"de","ulez",7
"521",2021-04-27,"en","climate_lockdown",1
"522",2021-04-27,"en","ulez",1
"523",2021-04-27,"it","insect",1
"524",2021-04-27,"it","ulez",2
"525",2021-04-27,"nl","insect",1
"526",2021-04-28,"de","insect",3
"527",2021-04-28,"de","ulez",3
"528",2021-04-28,"en","insect",1
"529",2021-04-28,"en","ulez",3
"530",2021-04-28,"fr","insect",2
"531",2021-04-29,"de","climate_lockdown",42
"532",2021-04-29,"de","insect",1
"533",2021-04-29,"en","climate_lockdown",2
"534",2021-04-29,"en","ulez",1
"535",2021-04-29,"fr","insect",2
"536",2021-04-29,"it","ulez",1
"537",2021-04-30,"de","climate_lockdown",20
"538",2021-04-30,"de","insect",1
"539",2021-04-30,"de","ulez",5
"540",2021-04-30,"en","ulez",3
"541",2021-05-01,"de","climate_lockdown",20
"542",2021-05-01,"de","ulez",34
"543",2021-05-01,"en","ulez",1
"544",2021-05-01,"it","ulez",2
"545",2021-05-01,"nl","insect",1
"546",2021-05-02,"de","climate_lockdown",6
"547",2021-05-02,"de","insect",1
"548",2021-05-02,"de","ulez",17
"549",2021-05-02,"en","ulez",1
"550",2021-05-03,"de","climate_lockdown",6
"551",2021-05-03,"de","insect",1
"552",2021-05-03,"de","ulez",4
"553",2021-05-03,"nl","ulez",1
"554",2021-05-04,"de","climate_lockdown",40
"555",2021-05-04,"de","insect",5
"556",2021-05-04,"de","ulez",3
"557",2021-05-04,"en","insect",4
"558",2021-05-04,"fr","insect",1
"559",2021-05-04,"fr","ulez",1
"560",2021-05-04,"it","insect",2
"561",2021-05-05,"de","climate_lockdown",18
"562",2021-05-05,"de","insect",4
"563",2021-05-05,"de","ulez",3
"564",2021-05-05,"en","insect",3
"565",2021-05-05,"en","ulez",3
"566",2021-05-05,"fr","insect",2
"567",2021-05-05,"it","insect",4
"568",2021-05-05,"nl","climate_lockdown",1
"569",2021-05-06,"de","climate_lockdown",4
"570",2021-05-06,"en","insect",1
"571",2021-05-07,"de","climate_lockdown",6
"572",2021-05-07,"de","insect",6
"573",2021-05-07,"de","ulez",4
"574",2021-05-07,"en","insect",2
"575",2021-05-07,"en","ulez",3
"576",2021-05-07,"it","insect",1
"577",2021-05-08,"de","climate_lockdown",1
"578",2021-05-08,"de","insect",5
"579",2021-05-08,"de","ulez",2
"580",2021-05-08,"en","climate_lockdown",1
"581",2021-05-08,"en","insect",2
"582",2021-05-09,"de","climate_lockdown",3
"583",2021-05-09,"de","insect",5
"584",2021-05-09,"en","insect",3
"585",2021-05-09,"it","insect",1
"586",2021-05-10,"de","climate_lockdown",2
"587",2021-05-10,"de","insect",5
"588",2021-05-10,"en","insect",2
"589",2021-05-10,"en","ulez",6
"590",2021-05-10,"it","insect",5
"591",2021-05-11,"de","climate_lockdown",3
"592",2021-05-11,"de","insect",4
"593",2021-05-11,"de","ulez",1
"594",2021-05-11,"en","insect",1
"595",2021-05-11,"en","ulez",4
"596",2021-05-12,"de","climate_lockdown",17
"597",2021-05-12,"de","ulez",1
"598",2021-05-12,"en","insect",1
"599",2021-05-12,"fr","insect",1
"600",2021-05-12,"it","climate_lockdown",1
"601",2021-05-12,"it","insect",1
"602",2021-05-13,"de","climate_lockdown",5
"603",2021-05-13,"de","ulez",2
"604",2021-05-13,"en","climate_lockdown",1
"605",2021-05-13,"en","insect",1
"606",2021-05-13,"fr","insect",2
"607",2021-05-13,"it","climate_lockdown",1
"608",2021-05-13,"it","insect",1
"609",2021-05-13,"it","ulez",1
"610",2021-05-14,"de","climate_lockdown",15
"611",2021-05-14,"de","insect",3
"612",2021-05-14,"en","insect",2
"613",2021-05-14,"en","ulez",1
"614",2021-05-14,"it","insect",2
"615",2021-05-15,"de","climate_lockdown",8
"616",2021-05-15,"de","ulez",2
"617",2021-05-15,"it","insect",1
"618",2021-05-15,"it","ulez",1
"619",2021-05-16,"de","climate_lockdown",15
"620",2021-05-16,"en","insect",1
"621",2021-05-16,"en","ulez",1
"622",2021-05-16,"it","insect",1
"623",2021-05-17,"de","climate_lockdown",6
"624",2021-05-17,"en","insect",1
"625",2021-05-17,"en","ulez",1
"626",2021-05-17,"it","insect",6
"627",2021-05-17,"nl","climate_lockdown",1
"628",2021-05-18,"de","climate_lockdown",8
"629",2021-05-18,"de","ulez",1
"630",2021-05-18,"en","climate_lockdown",1
"631",2021-05-18,"it","ulez",1
"632",2021-05-19,"de","climate_lockdown",6
"633",2021-05-19,"de","insect",1
"634",2021-05-19,"de","ulez",1
"635",2021-05-19,"en","insect",1
"636",2021-05-19,"en","ulez",5
"637",2021-05-19,"it","insect",2
"638",2021-05-20,"de","climate_lockdown",85
"639",2021-05-20,"de","ulez",3
"640",2021-05-20,"en","climate_lockdown",2
"641",2021-05-20,"en","insect",1
"642",2021-05-21,"de","climate_lockdown",34
"643",2021-05-21,"en","climate_lockdown",2
"644",2021-05-22,"de","climate_lockdown",15
"645",2021-05-22,"de","insect",1
"646",2021-05-22,"en","insect",2
"647",2021-05-22,"en","ulez",1
"648",2021-05-23,"de","climate_lockdown",19
"649",2021-05-23,"de","ulez",5
"650",2021-05-23,"en","insect",2
"651",2021-05-23,"it","insect",1
"652",2021-05-23,"it","ulez",4
"653",2021-05-24,"de","climate_lockdown",10
"654",2021-05-24,"de","insect",1
"655",2021-05-24,"de","ulez",6
"656",2021-05-24,"en","insect",1
"657",2021-05-24,"it","insect",1
"658",2021-05-25,"de","climate_lockdown",5
"659",2021-05-25,"de","insect",2
"660",2021-05-25,"de","ulez",1
"661",2021-05-26,"de","climate_lockdown",55
"662",2021-05-26,"de","insect",1
"663",2021-05-26,"en","insect",1
"664",2021-05-27,"de","climate_lockdown",19
"665",2021-05-27,"en","insect",2
"666",2021-05-27,"en","ulez",1
"667",2021-05-28,"de","climate_lockdown",7
"668",2021-05-28,"it","insect",2
"669",2021-05-29,"de","climate_lockdown",3
"670",2021-05-29,"de","insect",1
"671",2021-05-29,"en","ulez",1
"672",2021-05-29,"it","climate_lockdown",2
"673",2021-05-29,"it","insect",1
"674",2021-05-30,"de","climate_lockdown",2
"675",2021-05-30,"it","insect",1
"676",2021-05-31,"de","climate_lockdown",7
"677",2021-06-01,"de","climate_lockdown",14
"678",2021-06-01,"it","insect",1
"679",2021-06-02,"de","climate_lockdown",7
"680",2021-06-02,"it","insect",1
"681",2021-06-03,"de","climate_lockdown",10
"682",2021-06-03,"de","fifteen_minutes",3
"683",2021-06-03,"en","insect",1
"684",2021-06-03,"en","ulez",6
"685",2021-06-03,"it","ulez",1
"686",2021-06-04,"de","climate_lockdown",4
"687",2021-06-04,"en","insect",2
"688",2021-06-04,"en","ulez",1
"689",2021-06-04,"it","insect",2
"690",2021-06-05,"de","climate_lockdown",14
"691",2021-06-05,"en","insect",1
"692",2021-06-05,"en","ulez",1
"693",2021-06-05,"it","ulez",3
"694",2021-06-06,"de","climate_lockdown",13
"695",2021-06-06,"en","ulez",2
"696",2021-06-06,"it","climate_lockdown",2
"697",2021-06-06,"it","ulez",2
"698",2021-06-07,"de","climate_lockdown",9
"699",2021-06-07,"en","climate_lockdown",2
"700",2021-06-07,"fr","insect",1
"701",2021-06-08,"de","climate_lockdown",7
"702",2021-06-08,"en","ulez",4
"703",2021-06-09,"de","climate_lockdown",3
"704",2021-06-10,"de","climate_lockdown",8
"705",2021-06-10,"de","insect",1
"706",2021-06-10,"en","climate_lockdown",16
"707",2021-06-10,"fr","insect",2
"708",2021-06-10,"it","climate_lockdown",2
"709",2021-06-11,"de","climate_lockdown",21
"710",2021-06-11,"de","insect",3
"711",2021-06-11,"en","climate_lockdown",11
"712",2021-06-11,"fr","climate_lockdown",7
"713",2021-06-11,"nl","climate_lockdown",1
"714",2021-06-12,"de","climate_lockdown",2
