"","X","date","detected_language","topic","n"
"4721",4797,2023-03-07,"German","Insect Food",1
"4722",4798,2023-03-07,"German","ULEZ",9
"4723",4799,2023-03-07,"English","Fifteen Minute Cities",28
"4724",4800,2023-03-07,"English","Insect Food",1
"4725",4801,2023-03-07,"English","ULEZ",7
"4726",4802,2023-03-07,"French","Fifteen Minute Cities",1
"4727",4803,2023-03-07,"Italian","Climate Lockdown",2
"4728",4804,2023-03-07,"Italian","Fifteen Minute Cities",7
"4729",4805,2023-03-07,"Italian","Insect Food",4
"4730",4806,2023-03-07,"Italian","ULEZ",5
"4731",4807,2023-03-07,"Dutch","Fifteen Minute Cities",1
"4732",4808,2023-03-07,"Dutch","ULEZ",4
"4733",4809,2023-03-08,"German","Climate Lockdown",6
"4734",4810,2023-03-08,"German","Fifteen Minute Cities",27
"4735",4811,2023-03-08,"German","Insect Food",3
"4736",4812,2023-03-08,"German","ULEZ",9
"4737",4813,2023-03-08,"English","Climate Lockdown",1
"4738",4814,2023-03-08,"English","Fifteen Minute Cities",20
"4739",4815,2023-03-08,"English","Insect Food",2
"4740",4816,2023-03-08,"English","ULEZ",13
"4741",4817,2023-03-08,"French","Fifteen Minute Cities",3
"4742",4818,2023-03-08,"French","Insect Food",1
"4743",4819,2023-03-08,"French","ULEZ",1
"4744",4820,2023-03-08,"Italian","Fifteen Minute Cities",6
"4745",4821,2023-03-08,"Italian","Insect Food",1
"4746",4822,2023-03-08,"Dutch","Fifteen Minute Cities",4
"4747",4823,2023-03-09,"German","Climate Lockdown",3
"4748",4824,2023-03-09,"German","Fifteen Minute Cities",10
"4749",4825,2023-03-09,"German","Insect Food",12
"4750",4826,2023-03-09,"German","ULEZ",1
"4751",4827,2023-03-09,"English","Fifteen Minute Cities",21
"4752",4828,2023-03-09,"English","Insect Food",2
"4753",4829,2023-03-09,"English","ULEZ",13
"4754",4830,2023-03-09,"French","Fifteen Minute Cities",2
"4755",4831,2023-03-09,"French","Insect Food",1
"4756",4832,2023-03-09,"Italian","Fifteen Minute Cities",10
"4757",4833,2023-03-09,"Italian","Insect Food",7
"4758",4834,2023-03-09,"Italian","ULEZ",7
"4759",4835,2023-03-09,"Dutch","Fifteen Minute Cities",1
"4760",4836,2023-03-09,"Dutch","Insect Food",2
"4761",4837,2023-03-10,"German","Climate Lockdown",1
"4762",4838,2023-03-10,"German","Fifteen Minute Cities",2
"4763",4839,2023-03-10,"German","Insect Food",3
"4764",4840,2023-03-10,"German","ULEZ",2
"4765",4841,2023-03-10,"English","Climate Lockdown",1
"4766",4842,2023-03-10,"English","Fifteen Minute Cities",15
"4767",4843,2023-03-10,"English","Insect Food",3
"4768",4844,2023-03-10,"English","ULEZ",19
"4769",4845,2023-03-10,"French","Fifteen Minute Cities",7
"4770",4846,2023-03-10,"French","ULEZ",10
"4771",4847,2023-03-10,"Italian","Insect Food",3
"4772",4848,2023-03-10,"Italian","ULEZ",1
"4773",4849,2023-03-10,"Dutch","Insect Food",1
"4774",4850,2023-03-10,"Dutch","ULEZ",2
"4775",4851,2023-03-11,"German","Fifteen Minute Cities",6
"4776",4852,2023-03-11,"German","Insect Food",4
"4777",4853,2023-03-11,"German","ULEZ",2
"4778",4854,2023-03-11,"English","Fifteen Minute Cities",20
"4779",4855,2023-03-11,"English","ULEZ",6
"4780",4856,2023-03-11,"French","Fifteen Minute Cities",3
"4781",4857,2023-03-11,"French","ULEZ",8
"4782",4858,2023-03-11,"Italian","Fifteen Minute Cities",4
"4783",4859,2023-03-11,"Italian","Insect Food",2
"4784",4860,2023-03-11,"Italian","ULEZ",2
"4785",4861,2023-03-11,"Dutch","Fifteen Minute Cities",3
"4786",4862,2023-03-11,"Dutch","ULEZ",2
"4787",4863,2023-03-12,"German","Fifteen Minute Cities",2
"4788",4864,2023-03-12,"German","Insect Food",1
"4789",4865,2023-03-12,"German","ULEZ",6
"4790",4866,2023-03-12,"English","Fifteen Minute Cities",19
"4791",4867,2023-03-12,"English","Insect Food",5
"4792",4868,2023-03-12,"English","ULEZ",3
"4793",4869,2023-03-12,"French","Fifteen Minute Cities",5
"4794",4870,2023-03-12,"French","Insect Food",1
"4795",4871,2023-03-12,"Italian","Fifteen Minute Cities",8
"4796",4872,2023-03-12,"Italian","Insect Food",5
"4797",4873,2023-03-12,"Italian","ULEZ",5
"4798",4874,2023-03-13,"German","Insect Food",3
"4799",4875,2023-03-13,"German","ULEZ",2
"4800",4876,2023-03-13,"English","Fifteen Minute Cities",16
"4801",4877,2023-03-13,"English","Insect Food",1
"4802",4878,2023-03-13,"English","ULEZ",4
"4803",4879,2023-03-13,"French","Fifteen Minute Cities",4
"4804",4880,2023-03-13,"Italian","Fifteen Minute Cities",3
"4805",4881,2023-03-13,"Italian","Insect Food",2
"4806",4882,2023-03-13,"Italian","ULEZ",2
"4807",4883,2023-03-13,"Dutch","Fifteen Minute Cities",1
"4808",4884,2023-03-14,"German","Insect Food",4
"4809",4885,2023-03-14,"German","ULEZ",5
"4810",4886,2023-03-14,"English","Fifteen Minute Cities",14
"4811",4887,2023-03-14,"English","Insect Food",1
"4812",4888,2023-03-14,"English","ULEZ",15
"4813",4889,2023-03-14,"French","Fifteen Minute Cities",1
"4814",4890,2023-03-14,"Italian","Insect Food",2
"4815",4891,2023-03-14,"Italian","ULEZ",2
"4816",4892,2023-03-15,"German","Fifteen Minute Cities",18
"4817",4893,2023-03-15,"German","Insect Food",1
"4818",4894,2023-03-15,"German","ULEZ",4
"4819",4895,2023-03-15,"English","Fifteen Minute Cities",11
"4820",4896,2023-03-15,"English","Insect Food",2
"4821",4897,2023-03-15,"English","ULEZ",5
"4822",4898,2023-03-15,"French","Fifteen Minute Cities",1
"4823",4899,2023-03-15,"French","Insect Food",8
"4824",4900,2023-03-15,"Italian","Insect Food",2
"4825",4901,2023-03-15,"Dutch","Fifteen Minute Cities",1
"4826",4902,2023-03-15,"Dutch","Insect Food",2
"4827",4903,2023-03-16,"German","Fifteen Minute Cities",11
"4828",4904,2023-03-16,"German","Insect Food",5
"4829",4905,2023-03-16,"German","ULEZ",4
"4830",4906,2023-03-16,"English","Fifteen Minute Cities",17
"4831",4907,2023-03-16,"English","Insect Food",3
"4832",4908,2023-03-16,"English","ULEZ",3
"4833",4909,2023-03-16,"French","Fifteen Minute Cities",2
"4834",4910,2023-03-16,"French","ULEZ",2
"4835",4911,2023-03-16,"Italian","Fifteen Minute Cities",3
"4836",4912,2023-03-16,"Italian","ULEZ",1
"4837",4913,2023-03-16,"Dutch","Fifteen Minute Cities",2
"4838",4914,2023-03-17,"German","Fifteen Minute Cities",12
"4839",4915,2023-03-17,"German","Insect Food",5
"4840",4916,2023-03-17,"English","Fifteen Minute Cities",19
"4841",4917,2023-03-17,"English","Insect Food",5
"4842",4918,2023-03-17,"English","ULEZ",10
"4843",4919,2023-03-17,"French","Climate Lockdown",1
"4844",4920,2023-03-17,"French","Fifteen Minute Cities",2
"4845",4921,2023-03-17,"French","Insect Food",1
"4846",4922,2023-03-17,"Italian","Insect Food",1
"4847",4923,2023-03-17,"Italian","ULEZ",1
"4848",4924,2023-03-17,"Dutch","Fifteen Minute Cities",1
"4849",4925,2023-03-17,"Dutch","Insect Food",1
"4850",4926,2023-03-17,"Dutch","ULEZ",2
"4851",4927,2023-03-18,"German","Climate Lockdown",2
"4852",4928,2023-03-18,"German","Fifteen Minute Cities",12
"4853",4929,2023-03-18,"German","Insect Food",7
"4854",4930,2023-03-18,"German","ULEZ",2
"4855",4931,2023-03-18,"English","Fifteen Minute Cities",17
"4856",4932,2023-03-18,"English","Insect Food",1
"4857",4933,2023-03-18,"English","ULEZ",10
"4858",4934,2023-03-18,"French","ULEZ",2
"4859",4935,2023-03-18,"Italian","Fifteen Minute Cities",2
"4860",4936,2023-03-18,"Italian","Insect Food",3
"4861",4937,2023-03-18,"Italian","ULEZ",1
"4862",4938,2023-03-18,"Dutch","Fifteen Minute Cities",1
"4863",4939,2023-03-18,"Dutch","Insect Food",3
"4864",4940,2023-03-19,"German","Fifteen Minute Cities",9
"4865",4941,2023-03-19,"German","Insect Food",5
"4866",4942,2023-03-19,"German","ULEZ",2
"4867",4943,2023-03-19,"English","Fifteen Minute Cities",15
"4868",4944,2023-03-19,"English","Insect Food",5
"4869",4945,2023-03-19,"English","ULEZ",15
"4870",4946,2023-03-19,"French","ULEZ",5
"4871",4947,2023-03-19,"Italian","Fifteen Minute Cities",2
"4872",4948,2023-03-19,"Italian","Insect Food",4
"4873",4949,2023-03-19,"Italian","ULEZ",1
"4874",4950,2023-03-19,"Dutch","Fifteen Minute Cities",4
"4875",4951,2023-03-19,"Dutch","ULEZ",2
"4876",4952,2023-03-20,"German","Fifteen Minute Cities",2
"4877",4953,2023-03-20,"German","Insect Food",10
"4878",4954,2023-03-20,"German","ULEZ",4
"4879",4955,2023-03-20,"English","Fifteen Minute Cities",8
"4880",4956,2023-03-20,"English","Insect Food",3
"4881",4957,2023-03-20,"English","ULEZ",11
"4882",4958,2023-03-20,"French","Insect Food",1
"4883",4959,2023-03-20,"French","ULEZ",4
"4884",4960,2023-03-20,"Italian","Fifteen Minute Cities",2
"4885",4961,2023-03-20,"Italian","Insect Food",5
"4886",4962,2023-03-20,"Italian","ULEZ",2
"4887",4963,2023-03-20,"Dutch","Climate Lockdown",1
"4888",4964,2023-03-20,"Dutch","ULEZ",2
"4889",4965,2023-03-21,"German","Fifteen Minute Cities",9
"4890",4966,2023-03-21,"German","Insect Food",9
"4891",4967,2023-03-21,"English","Fifteen Minute Cities",11
"4892",4968,2023-03-21,"English","Insect Food",2
"4893",4969,2023-03-21,"English","ULEZ",11
"4894",4970,2023-03-21,"French","Insect Food",6
"4895",4971,2023-03-21,"French","ULEZ",3
"4896",4972,2023-03-21,"Italian","Fifteen Minute Cities",2
"4897",4973,2023-03-21,"Italian","Insect Food",1
"4898",4974,2023-03-21,"Italian","ULEZ",1
"4899",4975,2023-03-21,"Dutch","ULEZ",1
"4900",4976,2023-03-22,"German","Fifteen Minute Cities",5
"4901",4977,2023-03-22,"German","Insect Food",5
"4902",4978,2023-03-22,"English","Fifteen Minute Cities",7
"4903",4979,2023-03-22,"English","Insect Food",2
"4904",4980,2023-03-22,"English","ULEZ",6
"4905",4981,2023-03-22,"French","Fifteen Minute Cities",2
"4906",4982,2023-03-22,"French","ULEZ",10
"4907",4983,2023-03-22,"Italian","Fifteen Minute Cities",4
"4908",4984,2023-03-22,"Italian","Insect Food",2
"4909",4985,2023-03-22,"Dutch","Insect Food",1
"4910",4986,2023-03-22,"Dutch","ULEZ",8
"4911",4987,2023-03-23,"German","Fifteen Minute Cities",1
"4912",4988,2023-03-23,"German","Insect Food",9
"4913",4989,2023-03-23,"German","ULEZ",2
"4914",4990,2023-03-23,"English","Fifteen Minute Cities",14
"4915",4991,2023-03-23,"English","Insect Food",1
"4916",4992,2023-03-23,"English","ULEZ",13
"4917",4993,2023-03-23,"Italian","Fifteen Minute Cities",1
"4918",4994,2023-03-23,"Italian","Insect Food",7
"4919",4995,2023-03-24,"German","Climate Lockdown",2
"4920",4996,2023-03-24,"German","Fifteen Minute Cities",2
"4921",4997,2023-03-24,"German","Insect Food",7
"4922",4998,2023-03-24,"English","Fifteen Minute Cities",4
"4923",4999,2023-03-24,"English","ULEZ",9
"4924",5000,2023-03-24,"French","Insect Food",1
"4925",5001,2023-03-24,"Italian","Insect Food",9
"4926",5002,2023-03-24,"Italian","ULEZ",3
"4927",5003,2023-03-24,"Dutch","Insect Food",1
"4928",5004,2023-03-25,"German","Climate Lockdown",2
"4929",5005,2023-03-25,"German","Fifteen Minute Cities",3
"4930",5006,2023-03-25,"English","Fifteen Minute Cities",4
"4931",5007,2023-03-25,"English","Insect Food",2
"4932",5008,2023-03-25,"English","ULEZ",8
"4933",5009,2023-03-25,"Italian","Insect Food",5
"4934",5010,2023-03-25,"Dutch","Fifteen Minute Cities",1
"4935",5011,2023-03-26,"German","Fifteen Minute Cities",2
"4936",5012,2023-03-26,"German","Insect Food",21
"4937",5013,2023-03-26,"English","Fifteen Minute Cities",6
"4938",5014,2023-03-26,"English","Insect Food",4
"4939",5015,2023-03-26,"English","ULEZ",9
"4940",5016,2023-03-26,"Italian","Fifteen Minute Cities",2
"4941",5017,2023-03-26,"Italian","Insect Food",8
"4942",5018,2023-03-26,"Italian","ULEZ",1
"4943",5019,2023-03-26,"Dutch","Fifteen Minute Cities",1
"4944",5020,2023-03-26,"Dutch","Insect Food",2
"4945",5021,2023-03-27,"German","Fifteen Minute Cities",15
"4946",5022,2023-03-27,"German","Insect Food",27
"4947",5023,2023-03-27,"German","ULEZ",1
"4948",5024,2023-03-27,"English","Climate Lockdown",2
"4949",5025,2023-03-27,"English","Fifteen Minute Cities",21
"4950",5026,2023-03-27,"English","Insect Food",3
"4951",5027,2023-03-27,"English","ULEZ",24
"4952",5028,2023-03-27,"French","Insect Food",1
"4953",5029,2023-03-27,"Italian","Fifteen Minute Cities",1
"4954",5030,2023-03-27,"Italian","Insect Food",4
"4955",5031,2023-03-27,"Italian","ULEZ",2
"4956",5032,2023-03-27,"Dutch","Fifteen Minute Cities",3
"4957",5033,2023-03-27,"Dutch","Insect Food",1
"4958",5034,2023-03-27,"Dutch","ULEZ",2
"4959",5035,2023-03-28,"German","Fifteen Minute Cities",7
"4960",5036,2023-03-28,"German","Insect Food",25
"4961",5037,2023-03-28,"German","ULEZ",1
"4962",5038,2023-03-28,"English","Climate Lockdown",2
"4963",5039,2023-03-28,"English","Fifteen Minute Cities",26
"4964",5040,2023-03-28,"English","Insect Food",9
"4965",5041,2023-03-28,"English","ULEZ",15
"4966",5042,2023-03-28,"French","Fifteen Minute Cities",1
"4967",5043,2023-03-28,"French","Insect Food",3
"4968",5044,2023-03-28,"Italian","Fifteen Minute Cities",3
"4969",5045,2023-03-28,"Italian","Insect Food",6
"4970",5046,2023-03-28,"Italian","ULEZ",3
"4971",5047,2023-03-28,"Dutch","Fifteen Minute Cities",1
"4972",5048,2023-03-28,"Dutch","Insect Food",5
"4973",5049,2023-03-29,"German","Fifteen Minute Cities",4
"4974",5050,2023-03-29,"German","Insect Food",18
"4975",5051,2023-03-29,"German","ULEZ",3
"4976",5052,2023-03-29,"English","Climate Lockdown",2
"4977",5053,2023-03-29,"English","Fifteen Minute Cities",12
"4978",5054,2023-03-29,"English","Insect Food",5
"4979",5055,2023-03-29,"English","ULEZ",18
"4980",5056,2023-03-29,"French","ULEZ",1
"4981",5057,2023-03-29,"Italian","Fifteen Minute Cities",2
"4982",5058,2023-03-29,"Italian","Insect Food",4
"4983",5059,2023-03-29,"Dutch","Fifteen Minute Cities",2
"4984",5060,2023-03-29,"Dutch","Insect Food",2
"4985",5061,2023-03-30,"German","Fifteen Minute Cities",3
"4986",5062,2023-03-30,"German","Insect Food",10
"4987",5063,2023-03-30,"German","ULEZ",1
"4988",5064,2023-03-30,"English","Climate Lockdown",2
"4989",5065,2023-03-30,"English","Fifteen Minute Cities",7
"4990",5066,2023-03-30,"English","Insect Food",2
"4991",5067,2023-03-30,"English","ULEZ",17
"4992",5068,2023-03-30,"French","Climate Lockdown",1
"4993",5069,2023-03-30,"French","Fifteen Minute Cities",7
"4994",5070,2023-03-30,"Italian","Fifteen Minute Cities",2
"4995",5071,2023-03-30,"Italian","Insect Food",6
"4996",5072,2023-03-30,"Italian","ULEZ",3
"4997",5073,2023-03-30,"Dutch","Climate Lockdown",1
"4998",5074,2023-03-31,"German","Climate Lockdown",5
"4999",5075,2023-03-31,"German","Fifteen Minute Cities",8
"5000",5076,2023-03-31,"German","Insect Food",7
"5001",5077,2023-03-31,"German","ULEZ",3
"5002",5078,2023-03-31,"English","Climate Lockdown",4
"5003",5079,2023-03-31,"English","Fifteen Minute Cities",11
"5004",5080,2023-03-31,"English","Insect Food",6
"5005",5081,2023-03-31,"English","ULEZ",7
"5006",5082,2023-03-31,"French","Fifteen Minute Cities",1
"5007",5083,2023-03-31,"French","Insect Food",1
"5008",5084,2023-03-31,"Italian","Fifteen Minute Cities",3
"5009",5085,2023-03-31,"Italian","Insect Food",4
"5010",5086,2023-03-31,"Italian","ULEZ",2
"5011",5087,2023-03-31,"Dutch","ULEZ",3
"5012",5088,2023-04-01,"German","Climate Lockdown",1
"5013",5089,2023-04-01,"German","Fifteen Minute Cities",6
"5014",5090,2023-04-01,"German","Insect Food",7
"5015",5091,2023-04-01,"German","ULEZ",2
"5016",5092,2023-04-01,"English","Climate Lockdown",2
"5017",5093,2023-04-01,"English","Fifteen Minute Cities",7
"5018",5094,2023-04-01,"English","Insect Food",1
"5019",5095,2023-04-01,"English","ULEZ",7
"5020",5096,2023-04-01,"French","Fifteen Minute Cities",2
"5021",5097,2023-04-01,"Italian","Climate Lockdown",1
"5022",5098,2023-04-01,"Italian","Fifteen Minute Cities",1
"5023",5099,2023-04-01,"Italian","Insect Food",5
"5024",5100,2023-04-01,"Italian","ULEZ",3
"5025",5101,2023-04-01,"Dutch","Insect Food",1
"5026",5102,2023-04-02,"German","Climate Lockdown",2
"5027",5103,2023-04-02,"German","Fifteen Minute Cities",3
"5028",5104,2023-04-02,"German","Insect Food",2
"5029",5105,2023-04-02,"German","ULEZ",3
"5030",5106,2023-04-02,"English","Climate Lockdown",3
"5031",5107,2023-04-02,"English","Fifteen Minute Cities",13
"5032",5108,2023-04-02,"English","Insect Food",4
"5033",5109,2023-04-02,"English","ULEZ",11
"5034",5110,2023-04-02,"French","Fifteen Minute Cities",1
"5035",5111,2023-04-02,"French","ULEZ",1
"5036",5112,2023-04-02,"Italian","Climate Lockdown",3
"5037",5113,2023-04-02,"Italian","Fifteen Minute Cities",2
"5038",5114,2023-04-02,"Italian","Insect Food",5
"5039",5115,2023-04-02,"Italian","ULEZ",1
"5040",5116,2023-04-02,"Dutch","Climate Lockdown",1
"5041",5117,2023-04-02,"Dutch","Fifteen Minute Cities",3
"5042",5118,2023-04-02,"Dutch","Insect Food",1
"5043",5119,2023-04-03,"German","Fifteen Minute Cities",13
"5044",5120,2023-04-03,"German","Insect Food",15
"5045",5121,2023-04-03,"German","ULEZ",9
"5046",5122,2023-04-03,"English","Fifteen Minute Cities",7
"5047",5123,2023-04-03,"English","Insect Food",4
"5048",5124,2023-04-03,"English","ULEZ",8
"5049",5125,2023-04-03,"French","Climate Lockdown",2
"5050",5126,2023-04-03,"French","Fifteen Minute Cities",2
"5051",5127,2023-04-03,"Italian","Fifteen Minute Cities",2
"5052",5128,2023-04-03,"Italian","Insect Food",4
"5053",5129,2023-04-03,"Italian","ULEZ",2
"5054",5130,2023-04-03,"Dutch","Fifteen Minute Cities",2
"5055",5131,2023-04-03,"Dutch","Insect Food",7
"5056",5132,2023-04-04,"German","Climate Lockdown",1
"5057",5133,2023-04-04,"German","Fifteen Minute Cities",8
"5058",5134,2023-04-04,"German","Insect Food",4
"5059",5135,2023-04-04,"German","ULEZ",1
"5060",5136,2023-04-04,"English","Climate Lockdown",2
"5061",5137,2023-04-04,"English","Fifteen Minute Cities",7
"5062",5138,2023-04-04,"English","Insect Food",5
"5063",5139,2023-04-04,"English","ULEZ",3
"5064",5140,2023-04-04,"French","Insect Food",1
"5065",5141,2023-04-04,"French","ULEZ",5
"5066",5142,2023-04-04,"Italian","Fifteen Minute Cities",2
"5067",5143,2023-04-04,"Italian","Insect Food",3
"5068",5144,2023-04-04,"Italian","ULEZ",9
"5069",5145,2023-04-04,"Dutch","Fifteen Minute Cities",1
"5070",5146,2023-04-05,"German","Fifteen Minute Cities",5
"5071",5147,2023-04-05,"German","Insect Food",7
"5072",5148,2023-04-05,"German","ULEZ",2
"5073",5149,2023-04-05,"English","Climate Lockdown",2
"5074",5150,2023-04-05,"English","Fifteen Minute Cities",4
"5075",5151,2023-04-05,"English","Insect Food",1
"5076",5152,2023-04-05,"English","ULEZ",8
"5077",5153,2023-04-05,"French","Climate Lockdown",2
"5078",5154,2023-04-05,"French","Insect Food",1
"5079",5155,2023-04-05,"Italian","Fifteen Minute Cities",1
"5080",5156,2023-04-05,"Italian","Insect Food",4
"5081",5157,2023-04-05,"Dutch","Climate Lockdown",1
"5082",5158,2023-04-05,"Dutch","Fifteen Minute Cities",1
"5083",5159,2023-04-06,"German","Climate Lockdown",8
"5084",5160,2023-04-06,"German","Fifteen Minute Cities",3
"5085",5161,2023-04-06,"German","Insect Food",8
"5086",5162,2023-04-06,"German","ULEZ",2
"5087",5163,2023-04-06,"English","Climate Lockdown",1
"5088",5164,2023-04-06,"English","Fifteen Minute Cities",8
"5089",5165,2023-04-06,"English","Insect Food",2
"5090",5166,2023-04-06,"English","ULEZ",5
"5091",5167,2023-04-06,"French","Climate Lockdown",4
"5092",5168,2023-04-06,"Italian","Insect Food",3
"5093",5169,2023-04-06,"Dutch","Climate Lockdown",1
"5094",5170,2023-04-07,"German","Fifteen Minute Cities",1
"5095",5171,2023-04-07,"German","Insect Food",13
"5096",5172,2023-04-07,"German","ULEZ",1
"5097",5173,2023-04-07,"English","Climate Lockdown",1
"5098",5174,2023-04-07,"English","Fifteen Minute Cities",4
"5099",5175,2023-04-07,"English","Insect Food",2
"5100",5176,2023-04-07,"English","ULEZ",5
"5101",5177,2023-04-07,"French","Climate Lockdown",1
"5102",5178,2023-04-07,"French","Fifteen Minute Cities",1
"5103",5179,2023-04-07,"French","Insect Food",1
"5104",5180,2023-04-07,"Italian","Insect Food",6
"5105",5181,2023-04-08,"German","Fifteen Minute Cities",7
"5106",5182,2023-04-08,"German","Insect Food",2
"5107",5183,2023-04-08,"German","ULEZ",1
"5108",5184,2023-04-08,"English","Fifteen Minute Cities",6
"5109",5185,2023-04-08,"English","ULEZ",5
"5110",5186,2023-04-08,"French","Fifteen Minute Cities",1
"5111",5187,2023-04-08,"Italian","Fifteen Minute Cities",1
"5112",5188,2023-04-08,"Italian","Insect Food",2
"5113",5189,2023-04-08,"Dutch","Insect Food",1
"5114",5190,2023-04-08,"Dutch","ULEZ",2
"5115",5191,2023-04-09,"German","Fifteen Minute Cities",3
"5116",5192,2023-04-09,"German","Insect Food",2
"5117",5193,2023-04-09,"German","ULEZ",1
"5118",5194,2023-04-09,"English","Climate Lockdown",1
"5119",5195,2023-04-09,"English","Fifteen Minute Cities",10
"5120",5196,2023-04-09,"English","Insect Food",1
"5121",5197,2023-04-09,"English","ULEZ",3
"5122",5198,2023-04-09,"French","Fifteen Minute Cities",1
"5123",5199,2023-04-09,"Italian","Insect Food",4
"5124",5200,2023-04-09,"Dutch","Insect Food",1
"5125",5201,2023-04-10,"German","Fifteen Minute Cities",7
"5126",5202,2023-04-10,"German","Insect Food",5
"5127",5203,2023-04-10,"German","ULEZ",2
"5128",5204,2023-04-10,"English","Climate Lockdown",5
"5129",5205,2023-04-10,"English","Fifteen Minute Cities",10
"5130",5206,2023-04-10,"English","Insect Food",2
"5131",5207,2023-04-10,"English","ULEZ",9
"5132",5208,2023-04-10,"Italian","Fifteen Minute Cities",1
"5133",5209,2023-04-10,"Italian","Insect Food",2
"5134",5210,2023-04-10,"Dutch","Insect Food",3
"5135",5211,2023-04-11,"German","Climate Lockdown",1
"5136",5212,2023-04-11,"German","Fifteen Minute Cities",13
"5137",5213,2023-04-11,"German","Insect Food",5
"5138",5214,2023-04-11,"German","ULEZ",2
"5139",5215,2023-04-11,"English","Fifteen Minute Cities",10
"5140",5216,2023-04-11,"English","ULEZ",5
"5141",5217,2023-04-11,"French","Fifteen Minute Cities",4
"5142",5218,2023-04-11,"Italian","Insect Food",4
"5143",5219,2023-04-11,"Dutch","Fifteen Minute Cities",1
"5144",5220,2023-04-11,"Dutch","Insect Food",2
"5145",5221,2023-04-12,"German","Climate Lockdown",2
"5146",5222,2023-04-12,"German","Fifteen Minute Cities",6
"5147",5223,2023-04-12,"German","Insect Food",5
"5148",5224,2023-04-12,"German","ULEZ",1
"5149",5225,2023-04-12,"English","Fifteen Minute Cities",3
"5150",5226,2023-04-12,"English","Insect Food",2
"5151",5227,2023-04-12,"English","ULEZ",12
"5152",5228,2023-04-12,"French","Fifteen Minute Cities",1
"5153",5229,2023-04-12,"French","ULEZ",3
"5154",5230,2023-04-12,"Italian","Insect Food",2
"5155",5231,2023-04-12,"Dutch","Climate Lockdown",1
"5156",5232,2023-04-12,"Dutch","Fifteen Minute Cities",2
"5157",5233,2023-04-12,"Dutch","Insect Food",1
"5158",5234,2023-04-13,"German","Fifteen Minute Cities",6
"5159",5235,2023-04-13,"German","Insect Food",3
"5160",5236,2023-04-13,"English","Fifteen Minute Cities",5
"5161",5237,2023-04-13,"English","Insect Food",4
"5162",5238,2023-04-13,"English","ULEZ",6
"5163",5239,2023-04-13,"French","ULEZ",1
"5164",5240,2023-04-13,"Italian","Fifteen Minute Cities",2
"5165",5241,2023-04-13,"Italian","Insect Food",1
"5166",5242,2023-04-13,"Italian","ULEZ",1
"5167",5243,2023-04-13,"Dutch","Fifteen Minute Cities",5
"5168",5244,2023-04-13,"Dutch","Insect Food",1
"5169",5245,2023-04-14,"German","Climate Lockdown",1
"5170",5246,2023-04-14,"German","Fifteen Minute Cities",9
"5171",5247,2023-04-14,"German","Insect Food",1
"5172",5248,2023-04-14,"German","ULEZ",1
"5173",5249,2023-04-14,"English","Climate Lockdown",1
"5174",5250,2023-04-14,"English","Fifteen Minute Cities",1
"5175",5251,2023-04-14,"English","Insect Food",1
"5176",5252,2023-04-14,"English","ULEZ",9
"5177",5253,2023-04-14,"Italian","Fifteen Minute Cities",1
"5178",5254,2023-04-14,"Italian","Insect Food",1
"5179",5255,2023-04-14,"Italian","ULEZ",1
"5180",5256,2023-04-14,"Dutch","Fifteen Minute Cities",3
"5181",5257,2023-04-14,"Dutch","Insect Food",1
"5182",5258,2023-04-15,"German","Fifteen Minute Cities",7
"5183",5259,2023-04-15,"German","Insect Food",3
"5184",5260,2023-04-15,"German","ULEZ",2
"5185",5261,2023-04-15,"English","Climate Lockdown",3
"5186",5262,2023-04-15,"English","Fifteen Minute Cities",5
"5187",5263,2023-04-15,"English","Insect Food",16
"5188",5264,2023-04-15,"English","ULEZ",7
"5189",5265,2023-04-15,"French","ULEZ",4
"5190",5266,2023-04-15,"Italian","Insect Food",3
"5191",5267,2023-04-15,"Italian","ULEZ",3
"5192",5268,2023-04-15,"Dutch","Fifteen Minute Cities",1
"5193",5269,2023-04-15,"Dutch","Insect Food",5
"5194",5270,2023-04-15,"Dutch","ULEZ",1
"5195",5271,2023-04-16,"German","Climate Lockdown",1
"5196",5272,2023-04-16,"German","Fifteen Minute Cities",5
"5197",5273,2023-04-16,"German","Insect Food",2
"5198",5274,2023-04-16,"German","ULEZ",4
"5199",5275,2023-04-16,"English","Climate Lockdown",1
"5200",5276,2023-04-16,"English","Fifteen Minute Cities",7
"5201",5277,2023-04-16,"English","Insect Food",6
"5202",5278,2023-04-16,"English","ULEZ",12
"5203",5279,2023-04-16,"French","Insect Food",1
"5204",5280,2023-04-16,"French","ULEZ",2
"5205",5281,2023-04-16,"Italian","ULEZ",3
"5206",5282,2023-04-16,"Dutch","Insect Food",1
"5207",5283,2023-04-17,"German","Climate Lockdown",4
"5208",5284,2023-04-17,"German","Fifteen Minute Cities",3
"5209",5285,2023-04-17,"German","Insect Food",5
"5210",5286,2023-04-17,"German","ULEZ",1
"5211",5287,2023-04-17,"English","Fifteen Minute Cities",6
"5212",5288,2023-04-17,"English","Insect Food",8
"5213",5289,2023-04-17,"English","ULEZ",8
"5214",5290,2023-04-17,"French","ULEZ",4
"5215",5291,2023-04-17,"Italian","Fifteen Minute Cities",1
"5216",5292,2023-04-17,"Italian","Insect Food",1
"5217",5293,2023-04-17,"Dutch","Fifteen Minute Cities",2
"5218",5294,2023-04-17,"Dutch","ULEZ",1
"5219",5295,2023-04-18,"German","Fifteen Minute Cities",4
