"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.186356783236189,0.0805042319722434,2.31486940090853,0.0221752535592357
"date_diff",6.40255880646269e-05,0.000101005384861932,0.633882917748848,0.527262498154314
