"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.858700547070885,0.323228826222224,2.65663355928694,0.0110304828908797
"date_diff",-0.000783235471563259,0.000367676743800889,-2.13022848131893,0.0389145200726603
