"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.450233356598972,0.119881436195146,3.75565534488652,0.000183415623732412
"date_diff",-0.000165256468879104,0.000134011716511842,-1.23314940798106,0.217825387947712
