"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.238963287249371,0.160976094739099,1.48446443328539,0.138238525147684
"date_diff",-3.63747662258419e-05,0.000179486276346713,-0.202660431572923,0.839472768938781
