"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",1.10059178767599,0.181433234566834,6.06609803492518,1.85439204630843e-08
"date_diff",-0.000901853592833458,0.000207123619490216,-4.35418034434291,2.98754147304735e-05
