"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.4078333473257,0.0804300472204903,5.07065905615682,5.42953819250782e-07
"date_diff",-0.000193821272791004,0.000100152399933076,-1.93526338780218,0.05347119448646
