"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.168404984934085,0.0416166343729526,4.04657866911828,5.66174099960551e-05
"date_diff",0.000152748219424309,5.61736279668917e-05,2.71921584830407,0.00667464491418657
