"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.602842525679234,0.309801401992945,1.94589992750569,0.0582214108456093
"date_diff",-0.000498094272148336,0.00035240288448594,-1.4134228012206,0.164730165441311
