"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.716389620092335,0.299151107885146,2.39474165800977,0.0210611810196394
"date_diff",-0.000551363205425681,0.000340288044656076,-1.62028379804802,0.112482942066159
