"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-1.33764210565907,0.00128108141960367,-1044.15073483222,0.000609700837714601
"date_diff",0.00174955441877933,1.42425139372736e-06,1228.40281321448,0.000518249897256392
