"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-0.0525134467377317,0.406621023125102,-0.129145921512217,0.898236065742642
"date_diff",0.000364235852298807,0.000449623684404937,0.81009044881802,0.425240930031583
