"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-0.309825747877584,0.166200836033281,-1.86416479767612,0.0639089817933742
"date_diff",0.000577088352788306,0.000180607094720903,3.19526956391218,0.00164693636479486
