"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.361523752443793,0.0789671991992516,4.57815087922252,5.80753186017425e-06
"date_diff",-0.000160266511298611,9.83308451146044e-05,-1.62987017056368,0.103702515714413
