"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-0.207401596890312,0.203547322482045,-1.01893552006122,0.309586134443809
"date_diff",0.000407294040511092,0.000221190767923331,1.84136998273033,0.0671950422415004
