"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.327759643718758,0.0427705443207564,7.6632095504966,4.85734110510654e-14
"date_diff",-1.30852740226209e-05,5.7731161609193e-05,-0.226658768988587,0.820742580083328
