"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.350052841211151,0.1403369788909,2.49437349996886,0.0135787121368352
"date_diff",-0.000293986634308902,0.000156132042397278,-1.88293594187959,0.0614273224915294
