"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.159940262477016,0.206959600400155,0.772809099784558,0.444544403013462
"date_diff",-4.86956808126286e-06,0.000244937605766667,-0.0198808511499117,0.984245247368935
