"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-0.939036300096154,0.000994740003258135,-944.00174620551,0.000674383852357419
"date_diff",0.00135850207614059,1.1059092844193e-06,1228.4028132144,0.000518249897256428
