"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.0140555327184597,0.10698556775119,0.131377839216106,0.895710041715336
"date_diff",0.000137401743378043,0.00014099272033267,0.974530763388677,0.331874655356529
