"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.525240576785851,0.120630743625027,4.35411870143592,1.48119953028447e-05
"date_diff",-0.000284573138532554,0.000134849343904877,-2.11030421277609,0.0350933388428044
