"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-0.519210927122423,0.35598316281827,-1.45852664213639,0.156671013199012
"date_diff",0.000831013852992731,0.000393630560521287,2.11115176599148,0.0445293169440267
