"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.297905067283416,0.134042909760916,2.22246046295751,0.0266438378071142
"date_diff",-4.72792278694982e-05,0.00014945612131204,-0.316341863113032,0.751858850109236
