"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.518896133784705,0.0725160331894962,7.1556056083314,2.68044522469923e-12
"date_diff",-0.000283944261146867,9.02977805998905e-05,-3.1445320057757,0.0017535080943798
