"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.205509003381721,0.115531479265712,1.77881391883739,0.077589592333502
"date_diff",5.05543745466844e-05,0.000144952647097173,0.348764755657023,0.72782583748508
