"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.254576288126723,0.0583916407204833,4.35980707144986,2.25574048940982e-05
"date_diff",-0.00010882295434124,6.49636766921183e-05,-1.67513539692317,0.0957570087694238
