"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.239186764924382,0.188551259871254,1.26855034056894,0.207255441177314
"date_diff",-4.02112206310148e-05,0.000215249535164896,-0.186812113671745,0.852148964817505
