"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.736014694757916,0.184055793996645,3.99886729331287,0.00011502107328544
"date_diff",-0.000544408166996672,0.000210117525224894,-2.59096982231244,0.0108555927838891
