"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.113579050191016,0.0329722721858903,3.44468374974835,0.000803171772656669
"date_diff",6.06187578652865e-05,4.34530605272804e-05,1.39504000707221,0.165739724001292
