"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-1.57975865002398,3.23529984858154,-0.488288172336357,0.638447736118311
"date_diff",0.00185904062829089,0.00339952800128614,0.54685257117681,0.599397407545323
