"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-0.0552817917220085,0.231531260727058,-0.238765994485634,0.812604599272849
"date_diff",0.000324003704751609,0.000274018274837088,1.1824164097969,0.244583559457199
